asset,target_date,quote_date_used,source,value
7569,2023-09-20,2023-09-20,mirror,3923.0
7569,2024-09-20,2024-09-20,mirror,7016.0
7569,2022-09-20,2022-09-20,mirror,2396.0
7569,2023-01-02,2023-01-02,mirror,2779.0
7569,2023-09-20,2023-09-20,mirror,3923.0
7569,2024-09-20,2024-09-20,mirror,7016.0
7608,2022-09-21,2022-09-21,mirror,2826.0
7608,2023-01-02,2023-01-02,mirror,3225.0
7608,2023-09-21,2023-09-21,mirror,2753.0
7608,2024-09-21,2024-09-21,mirror,1734.0
7608,2022-09-21,2022-09-21,mirror,2826.0
7608,2023-01-02,2023-01-02,mirror,3225.0
7608,2023-09-21,2023-09-21,mirror,2753.0
7608,2024-09-21,2024-09-21,mirror,1734.0
6794,2022-09-24,2022-09-24,mirror,9827.0
2133,2022-09-24,2022-09-24,mirror,5480.0
2216,2022-09-24,2022-09-24,mirror,4478.0
4029,2022-09-24,2022-09-24,mirror,4807.0
96,2022-09-24,2022-09-24,mirror,3923.0
6794,2023-01-02,2023-01-02,mirror,9767.0
2133,2023-01-02,2023-01-02,mirror,4938.0
2216,2023-01-02,2023-01-02,mirror,3392.0
4029,2023-01-02,2023-01-02,mirror,4246.0
96,2023-01-02,2023-01-02,mirror,2932.0
6794,2023-09-24,2023-09-24,mirror,9982.0
2133,2023-09-24,2023-09-24,mirror,4885.0
2216,2023-09-24,2023-09-24,mirror,3844.0
4029,2023-09-24,2023-09-24,mirror,2026.0
96,2023-09-24,2023-09-24,mirror,1176.0
6794,2024-09-24,2024-09-24,mirror,9994.0
2133,2024-09-24,2024-09-24,mirror,3934.0
2216,2024-09-24,2024-09-24,mirror,4150.0
4029,2024-09-24,2024-09-24,mirror,546.0
96,2024-09-24,2024-09-24,mirror,2846.0
2133,2022-09-24,2022-09-24,mirror,5480.0
2216,2022-09-24,2022-09-24,mirror,4478.0
4029,2022-09-24,2022-09-24,mirror,4807.0
96,2022-09-24,2022-09-24,mirror,3923.0
6794,2022-09-24,2022-09-24,mirror,9827.0
2133,2023-01-02,2023-01-02,mirror,4938.0
2216,2023-01-02,2023-01-02,mirror,3392.0
4029,2023-01-02,2023-01-02,mirror,4246.0
96,2023-01-02,2023-01-02,mirror,2932.0
6794,2023-01-02,2023-01-02,mirror,9767.0
2133,2023-09-24,2023-09-24,mirror,4885.0
2216,2023-09-24,2023-09-24,mirror,3844.0
4029,2023-09-24,2023-09-24,mirror,2026.0
96,2023-09-24,2023-09-24,mirror,1176.0
6794,2023-09-24,2023-09-24,mirror,9982.0
2133,2024-09-24,2024-09-24,mirror,3934.0
2216,2024-09-24,2024-09-24,mirror,4150.0
4029,2024-09-24,2024-09-24,mirror,546.0
96,2024-09-24,2024-09-24,mirror,2846.0
6794,2024-09-24,2024-09-24,mirror,9994.0
4089,2022-09-27,2022-09-27,mirror,2327.0
4993,2022-09-27,2022-09-27,mirror,1898.0
4089,2023-01-02,2023-01-02,mirror,2002.0
4993,2023-01-02,2023-01-02,mirror,1779.0
4089,2023-09-27,2023-09-27,mirror,1429.0
4993,2023-09-27,2023-09-27,mirror,1202.0
4089,2024-09-27,2024-09-27,mirror,725.0
4993,2024-09-27,2024-09-27,mirror,1847.0
4993,2022-09-27,2022-09-27,mirror,1898.0
4089,2022-09-27,2022-09-27,mirror,2327.0
4993,2023-01-02,2023-01-02,mirror,1779.0
4089,2023-01-02,2023-01-02,mirror,2002.0
4993,2023-09-27,2023-09-27,mirror,1202.0
4089,2023-09-27,2023-09-27,mirror,1429.0
4993,2024-09-27,2024-09-27,mirror,1847.0
4089,2024-09-27,2024-09-27,mirror,725.0
7585,2022-09-28,2022-09-28,mirror,3019.0
7585,2023-01-02,2023-01-02,mirror,1434.0
7585,2023-09-28,2023-09-28,mirror,524.0
7585,2024-09-28,2024-09-28,mirror,588.0
7585,2022-09-28,2022-09-28,mirror,3019.0
7585,2023-01-02,2023-01-02,mirror,1434.0
7585,2023-09-28,2023-09-28,mirror,524.0
7585,2024-09-28,2024-09-28,mirror,588.0
5045,2022-09-28,2022-09-28,mirror,4624.0
6770,2022-09-28,2022-09-28,mirror,6674.0
5045,2023-01-02,2023-01-02,mirror,3154.0
6770,2023-01-02,2023-01-02,mirror,8215.0
5045,2023-09-28,2023-09-28,mirror,2648.0
6770,2023-09-28,2023-09-28,mirror,7722.0
5045,2024-09-28,2024-09-28,mirror,2422.0
6770,2024-09-28,2024-09-28,mirror,6735.0
6770,2022-09-28,2022-09-28,mirror,6674.0
5045,2022-09-28,2022-09-28,mirror,4624.0
6770,2023-01-02,2023-01-02,mirror,8215.0
5045,2023-01-02,2023-01-02,mirror,3154.0
6770,2023-09-28,2023-09-28,mirror,7722.0
5045,2023-09-28,2023-09-28,mirror,2648.0
6770,2024-09-28,2024-09-28,mirror,6735.0
5045,2024-09-28,2024-09-28,mirror,2422.0
4950,2022-10-06,2022-10-06,mirror,4518.0
6820,2022-10-06,2022-10-06,mirror,4183.0
4950,2023-01-02,2023-01-02,mirror,4073.0
6820,2023-01-02,2023-01-02,mirror,2200.0
4950,2023-10-06,2023-10-06,mirror,3821.0
6820,2023-10-06,2023-10-06,mirror,1428.0
4950,2024-10-06,2024-10-06,mirror,2964.0
6820,2024-10-06,2024-10-06,mirror,1323.0
4950,2022-10-06,2022-10-06,mirror,4518.0
6820,2022-10-06,2022-10-06,mirror,4183.0
4950,2023-01-02,2023-01-02,mirror,4073.0
6820,2023-01-02,2023-01-02,mirror,2200.0
4950,2023-10-06,2023-10-06,mirror,3821.0
6820,2023-10-06,2023-10-06,mirror,1428.0
4950,2024-10-06,2024-10-06,mirror,2964.0
6820,2024-10-06,2024-10-06,mirror,1323.0
2028,2022-10-19,2022-10-19,mirror,4099.0
2028,2023-01-02,2023-01-02,mirror,3260.0
2028,2023-10-19,2023-10-19,mirror,2802.0
2028,2024-10-19,2024-10-19,mirror,2438.0
2028,2022-10-19,2022-10-19,mirror,4099.0
2028,2023-01-02,2023-01-02,mirror,3260.0
2028,2023-10-19,2023-10-19,mirror,2802.0
2028,2024-10-19,2024-10-19,mirror,2438.0
7588,2022-10-23,2022-10-23,mirror,4779.0
6813,2022-10-23,2022-10-23,mirror,6929.0
7588,2023-01-02,2023-01-02,mirror,5023.0
6813,2023-01-02,2023-01-02,mirror,6081.0
7588,2023-10-23,2023-10-23,mirror,3820.0
6813,2023-10-23,2023-10-23,mirror,5550.0
7588,2024-10-23,2024-10-23,mirror,3103.0
6813,2024-10-23,2024-10-23,mirror,5688.0
6813,2022-10-23,2022-10-23,mirror,6929.0
7588,2022-10-23,2022-10-23,mirror,4779.0
6813,2023-01-02,2023-01-02,mirror,6081.0
7588,2023-01-02,2023-01-02,mirror,5023.0
6813,2023-10-23,2023-10-23,mirror,5550.0
7588,2023-10-23,2023-10-23,mirror,3820.0
6813,2024-10-23,2024-10-23,mirror,5688.0
7588,2024-10-23,2024-10-23,mirror,3103.0
3225,2022-10-27,2022-10-27,mirror,2859.0
3225,2023-01-02,2023-01-02,mirror,2449.0
3225,2023-10-27,2023-10-27,mirror,1785.0
3225,2024-10-27,2024-10-27,mirror,1237.0
3225,2022-10-27,2022-10-27,mirror,2859.0
3225,2023-01-02,2023-01-02,mirror,2449.0
3225,2023-10-27,2023-10-27,mirror,1785.0
3225,2024-10-27,2024-10-27,mirror,1237.0
7585,2022-11-04,2022-11-04,mirror,2360.0
4171,2022-11-04,2022-11-04,mirror,1311.0
7585,2023-01-02,2023-01-02,mirror,1434.0
4171,2023-01-02,2023-01-02,mirror,1102.0
7585,2023-11-04,2023-11-04,mirror,508.0
4171,2023-11-04,2023-11-04,mirror,1589.0
7585,2024-11-04,2024-11-04,mirror,502.0
4171,2024-11-04,2024-11-04,mirror,1055.0
4171,2022-11-04,2022-11-04,mirror,1311.0
7585,2022-11-04,2022-11-04,mirror,2360.0
4171,2023-01-02,2023-01-02,mirror,1102.0
7585,2023-01-02,2023-01-02,mirror,1434.0
4171,2023-11-04,2023-11-04,mirror,1589.0
7585,2023-11-04,2023-11-04,mirror,508.0
4171,2024-11-04,2024-11-04,mirror,1055.0
7585,2024-11-04,2024-11-04,mirror,502.0
8131,2022-11-08,2022-11-08,mirror,3237.0
8131,2023-01-02,2023-01-02,mirror,2723.0
8131,2023-11-08,2023-11-08,mirror,1740.0
8131,2024-11-08,2024-11-08,mirror,2718.0
8131,2022-11-08,2022-11-08,mirror,3237.0
8131,2023-01-02,2023-01-02,mirror,2723.0
8131,2023-11-08,2023-11-08,mirror,1740.0
8131,2024-11-08,2024-11-08,mirror,2718.0
5846,2022-11-24,2022-11-24,mirror,5332.0
5846,2023-01-02,2023-01-02,mirror,5395.0
5846,2023-11-24,2023-11-24,mirror,5048.0
5846,2024-11-24,2024-11-24,mirror,5356.0
5846,2022-11-24,2022-11-24,mirror,5332.0
5846,2023-01-02,2023-01-02,mirror,5395.0
5846,2023-11-24,2023-11-24,mirror,5048.0
5846,2024-11-24,2024-11-24,mirror,5356.0
5001,2022-11-28,2022-11-28,mirror,3350.0
7670,2022-11-28,2022-11-28,mirror,3162.0
8126,2022-11-28,2022-11-28,mirror,3211.0
5001,2023-01-02,2023-01-02,mirror,3353.0
7670,2023-01-02,2023-01-02,mirror,2992.0
8126,2023-01-02,2023-01-02,mirror,3132.0
5001,2023-11-28,2023-11-28,mirror,2936.0
7670,2023-11-28,2023-11-28,mirror,2240.0
8126,2023-11-28,2023-11-28,mirror,2105.0
5001,2024-11-28,2024-11-28,mirror,2064.0
7670,2024-11-28,2024-11-28,mirror,2069.0
8126,2024-11-28,2024-11-28,mirror,2589.0
7670,2022-11-28,2022-11-28,mirror,3162.0
8126,2022-11-28,2022-11-28,mirror,3211.0
5001,2022-11-28,2022-11-28,mirror,3350.0
7670,2023-01-02,2023-01-02,mirror,2992.0
8126,2023-01-02,2023-01-02,mirror,3132.0
5001,2023-01-02,2023-01-02,mirror,3353.0
7670,2023-11-28,2023-11-28,mirror,2240.0
8126,2023-11-28,2023-11-28,mirror,2105.0
5001,2023-11-28,2023-11-28,mirror,2936.0
7670,2024-11-28,2024-11-28,mirror,2069.0
8126,2024-11-28,2024-11-28,mirror,2589.0
5001,2024-11-28,2024-11-28,mirror,2064.0
7606,2022-11-30,2022-11-30,mirror,3423.0
7606,2023-01-02,2023-01-02,mirror,3105.0
7606,2023-11-30,2023-11-30,mirror,1631.0
7606,2024-11-30,2024-11-30,mirror,428.0
7606,2022-11-30,2022-11-30,mirror,3423.0
7606,2023-01-02,2023-01-02,mirror,3105.0
7606,2023-11-30,2023-11-30,mirror,1631.0
7606,2024-11-30,2024-11-30,mirror,428.0
1234,2022-11-30,2022-11-30,mirror,2916.0
8168,2022-11-30,2022-11-30,mirror,3026.0
8137,2022-11-30,2022-11-30,mirror,4942.0
1234,2023-01-02,2023-01-02,mirror,2802.0
8168,2023-01-02,2023-01-02,mirror,2868.0
8137,2023-01-02,2023-01-02,mirror,4770.0
1234,2023-11-30,2023-11-30,mirror,3368.0
8168,2023-11-30,2023-11-30,mirror,1767.0
8137,2023-11-30,2023-11-30,mirror,3880.0
1234,2024-11-30,2024-11-30,mirror,2651.0
8168,2024-11-30,2024-11-30,mirror,703.0
8137,2024-11-30,2024-11-30,mirror,5735.0
8137,2022-11-30,2022-11-30,mirror,4942.0
1234,2022-11-30,2022-11-30,mirror,2916.0
8168,2022-11-30,2022-11-30,mirror,3026.0
8137,2023-01-02,2023-01-02,mirror,4770.0
1234,2023-01-02,2023-01-02,mirror,2802.0
8168,2023-01-02,2023-01-02,mirror,2868.0
8137,2023-11-30,2023-11-30,mirror,3880.0
1234,2023-11-30,2023-11-30,mirror,3368.0
8168,2023-11-30,2023-11-30,mirror,1767.0
8137,2024-11-30,2024-11-30,mirror,5735.0
1234,2024-11-30,2024-11-30,mirror,2651.0
8168,2024-11-30,2024-11-30,mirror,703.0
6938,2022-11-30,2022-11-30,mirror,2254.0
6938,2023-01-02,2023-01-02,mirror,3544.0
6938,2023-11-30,2023-11-30,mirror,1072.0
6938,2024-11-30,2024-11-30,mirror,1657.0
6938,2022-11-30,2022-11-30,mirror,2254.0
6938,2023-01-02,2023-01-02,mirror,3544.0
6938,2023-11-30,2023-11-30,mirror,1072.0
6938,2024-11-30,2024-11-30,mirror,1657.0
3178,2022-12-01,2022-12-01,mirror,82.0
3178,2023-01-02,2023-01-02,mirror,8.0
3178,2023-12-01,,off-rolls,0.0
3178,2024-12-01,,off-rolls,0.0
3178,2022-12-01,2022-12-01,mirror,82.0
3178,2023-01-02,2023-01-02,mirror,8.0
3178,2023-12-01,,off-rolls,0.0
3178,2024-12-01,,off-rolls,0.0
2374,2022-12-02,2022-12-02,mirror,3057.0
2374,2023-01-02,2023-01-02,mirror,3071.0
2374,2023-12-02,2023-12-02,mirror,2689.0
2374,2024-12-02,2024-12-02,mirror,1831.0
2374,2022-12-02,2022-12-02,mirror,3057.0
2374,2023-01-02,2023-01-02,mirror,3071.0
2374,2023-12-02,2023-12-02,mirror,2689.0
2374,2024-12-02,2024-12-02,mirror,1831.0
7588,2023-01-10,2023-01-10,mirror,4964.0
7588,2024-01-01,2024-01-01,mirror,4112.0
7588,2024-01-10,2024-01-10,mirror,4045.0
7588,2025-01-10,2025-01-10,mirror,2390.0
7588,2023-01-10,2023-01-10,mirror,4964.0
7588,2024-01-01,2024-01-01,mirror,4112.0
7588,2024-01-10,2024-01-10,mirror,4045.0
7588,2025-01-10,2025-01-10,mirror,2390.0
7066,2023-01-19,2023-01-19,mirror,2258.0
7066,2024-01-01,2024-01-01,mirror,1570.0
7066,2024-01-19,2024-01-19,mirror,1574.0
7066,2025-01-19,2025-01-19,mirror,841.0
7066,2023-01-19,2023-01-19,mirror,2258.0
7066,2024-01-01,2024-01-01,mirror,1570.0
7066,2024-01-19,2024-01-19,mirror,1574.0
7066,2025-01-19,2025-01-19,mirror,841.0
4199,2023-01-27,2023-01-27,mirror,3482.0
8136,2023-01-27,2023-01-27,mirror,3669.0
4199,2024-01-01,2024-01-01,mirror,2386.0
8136,2024-01-01,2024-01-01,mirror,4699.0
4199,2024-01-27,2024-01-27,mirror,3089.0
8136,2024-01-27,2024-01-27,mirror,4630.0
4199,2025-01-27,2025-01-27,mirror,2759.0
8136,2025-01-27,2025-01-27,mirror,2711.0
8136,2023-01-27,2023-01-27,mirror,3669.0
4199,2023-01-27,2023-01-27,mirror,3482.0
8136,2024-01-01,2024-01-01,mirror,4699.0
4199,2024-01-01,2024-01-01,mirror,2386.0
8136,2024-01-27,2024-01-27,mirror,4630.0
4199,2024-01-27,2024-01-27,mirror,3089.0
8136,2025-01-27,2025-01-27,mirror,2711.0
4199,2025-01-27,2025-01-27,mirror,2759.0
8130,2023-03-09,2023-03-09,mirror,2906.0
8130,2024-01-01,2024-01-01,mirror,4984.0
8130,2024-03-09,2024-03-09,mirror,5310.0
8130,2025-03-09,2025-03-09,mirror,6533.0
8130,2023-03-09,2023-03-09,mirror,2906.0
8130,2024-01-01,2024-01-01,mirror,4984.0
8130,2024-03-09,2024-03-09,mirror,5310.0
8130,2025-03-09,2025-03-09,mirror,6533.0
2028,2023-03-23,2023-03-23,mirror,4110.0
4981,2023-03-23,2023-03-23,mirror,4140.0
6801,2023-03-23,2023-03-23,mirror,5659.0
2028,2024-01-01,2024-01-01,mirror,2370.0
4981,2024-01-01,2024-01-01,mirror,3386.0
6801,2024-01-01,2024-01-01,mirror,5141.0
2028,2024-03-23,2024-03-23,mirror,2767.0
4981,2024-03-23,2024-03-23,mirror,3478.0
6801,2024-03-23,2024-03-23,mirror,5324.0
2028,2025-03-23,2025-03-23,mirror,2495.0
4981,2025-03-23,2025-03-23,mirror,2690.0
6801,2025-03-23,2025-03-23,mirror,5757.0
6801,2023-03-23,2023-03-23,mirror,5659.0
2028,2023-03-23,2023-03-23,mirror,4110.0
4981,2023-03-23,2023-03-23,mirror,4140.0
6801,2024-01-01,2024-01-01,mirror,5141.0
2028,2024-01-01,2024-01-01,mirror,2370.0
4981,2024-01-01,2024-01-01,mirror,3386.0
6801,2024-03-23,2024-03-23,mirror,5324.0
2028,2024-03-23,2024-03-23,mirror,2767.0
4981,2024-03-23,2024-03-23,mirror,3478.0
6801,2025-03-23,2025-03-23,mirror,5757.0
2028,2025-03-23,2025-03-23,mirror,2495.0
4981,2025-03-23,2025-03-23,mirror,2690.0
2309,2023-05-05,2023-05-05,mirror,3890.0
2309,2024-01-01,2024-01-01,mirror,3675.0
2309,2024-05-05,2024-05-05,mirror,3455.0
2309,2025-05-05,2025-05-05,mirror,2095.0
2309,2023-05-05,2023-05-05,mirror,3890.0
2309,2024-01-01,2024-01-01,mirror,3675.0
2309,2024-05-05,2024-05-05,mirror,3455.0
2309,2025-05-05,2025-05-05,mirror,2095.0
4035,2023-05-25,2023-05-25,mirror,3052.0
4068,2023-05-25,2023-05-25,mirror,3218.0
4035,2024-01-01,2024-01-01,mirror,3681.0
4068,2024-01-01,2024-01-01,mirror,2470.0
4035,2024-05-25,2024-05-25,mirror,3196.0
4068,2024-05-25,2024-05-25,mirror,2140.0
4035,2025-05-25,2025-05-25,mirror,3687.0
4068,2025-05-25,2025-05-25,mirror,1205.0
7610,2023-05-25,2023-05-25,mirror,4063.0
5849,2023-05-25,2023-05-25,mirror,5439.0
7610,2024-01-01,2024-01-01,mirror,1546.0
5849,2024-01-01,2024-01-01,mirror,5857.0
7610,2024-05-25,2024-05-25,mirror,1596.0
5849,2024-05-25,2024-05-25,mirror,6837.0
7610,2025-05-25,2025-05-25,mirror,786.0
5849,2025-05-25,2025-05-25,mirror,5573.0
4035,2023-05-25,2023-05-25,mirror,3052.0
4068,2023-05-25,2023-05-25,mirror,3218.0
5849,2023-05-25,2023-05-25,mirror,5439.0
7610,2023-05-25,2023-05-25,mirror,4063.0
4035,2024-01-01,2024-01-01,mirror,3681.0
4068,2024-01-01,2024-01-01,mirror,2470.0
5849,2024-01-01,2024-01-01,mirror,5857.0
7610,2024-01-01,2024-01-01,mirror,1546.0
4035,2024-05-25,2024-05-25,mirror,3196.0
4068,2024-05-25,2024-05-25,mirror,2140.0
5849,2024-05-25,2024-05-25,mirror,6837.0
7610,2024-05-25,2024-05-25,mirror,1596.0
4035,2025-05-25,2025-05-25,mirror,3687.0
4068,2025-05-25,2025-05-25,mirror,1205.0
5849,2025-05-25,2025-05-25,mirror,5573.0
7610,2025-05-25,2025-05-25,mirror,786.0
4993,2023-06-12,2023-06-12,mirror,1849.0
5185,2023-06-12,2023-06-12,mirror,2219.0
4993,2024-01-01,2024-01-01,mirror,852.0
5185,2024-01-01,2024-01-01,mirror,696.0
4993,2024-06-12,2024-06-12,mirror,1292.0
5185,2024-06-12,2024-06-12,mirror,728.0
4993,2025-06-12,2025-06-12,mirror,1863.0
5185,2025-06-12,2025-06-12,mirror,910.0
4993,2023-06-12,2023-06-12,mirror,1849.0
5185,2023-06-12,2023-06-12,mirror,2219.0
4993,2024-01-01,2024-01-01,mirror,852.0
5185,2024-01-01,2024-01-01,mirror,696.0
4993,2024-06-12,2024-06-12,mirror,1292.0
5185,2024-06-12,2024-06-12,mirror,728.0
4993,2025-06-12,2025-06-12,mirror,1863.0
5185,2025-06-12,2025-06-12,mirror,910.0
4881,2023-06-12,2023-06-12,mirror,7669.0
6938,2023-06-12,2023-06-12,mirror,3596.0
8132,2023-06-12,2023-06-12,mirror,2477.0
4881,2024-01-01,2024-01-01,mirror,8313.0
6938,2024-01-01,2024-01-01,mirror,1093.0
8132,2024-01-01,2024-01-01,mirror,2470.0
4881,2024-06-12,2024-06-12,mirror,8678.0
6938,2024-06-12,2024-06-12,mirror,608.0
8132,2024-06-12,2024-06-12,mirror,2150.0
4881,2025-06-12,2025-06-12,mirror,9699.0
6938,2025-06-12,2025-06-12,mirror,794.0
8132,2025-06-12,2025-06-12,mirror,2391.0
5937,2023-06-12,2023-06-12,mirror,3931.0
5937,2024-01-01,2024-01-01,mirror,3323.0
5937,2024-06-12,2024-06-12,mirror,3346.0
5937,2025-06-12,2025-06-12,mirror,1334.0
4881,2023-06-12,2023-06-12,mirror,7669.0
6938,2023-06-12,2023-06-12,mirror,3596.0
8132,2023-06-12,2023-06-12,mirror,2477.0
5937,2023-06-12,2023-06-12,mirror,3931.0
4881,2024-01-01,2024-01-01,mirror,8313.0
6938,2024-01-01,2024-01-01,mirror,1093.0
8132,2024-01-01,2024-01-01,mirror,2470.0
5937,2024-01-01,2024-01-01,mirror,3323.0
4881,2024-06-12,2024-06-12,mirror,8678.0
6938,2024-06-12,2024-06-12,mirror,608.0
8132,2024-06-12,2024-06-12,mirror,2150.0
5937,2024-06-12,2024-06-12,mirror,3346.0
4881,2025-06-12,2025-06-12,mirror,9699.0
6938,2025-06-12,2025-06-12,mirror,794.0
8132,2025-06-12,2025-06-12,mirror,2391.0
5937,2025-06-12,2025-06-12,mirror,1334.0
10222,2023-06-12,2023-06-12,mirror,2823.0
10222,2024-01-01,2024-01-01,mirror,4241.0
10222,2024-06-12,2024-06-12,mirror,4202.0
10222,2025-06-12,2025-06-12,mirror,3630.0
10222,2023-06-12,2023-06-12,mirror,2823.0
10222,2024-01-01,2024-01-01,mirror,4241.0
10222,2024-06-12,2024-06-12,mirror,4202.0
10222,2025-06-12,2025-06-12,mirror,3630.0
6945,2023-06-22,2023-06-22,mirror,3209.0
6945,2024-01-01,2024-01-01,mirror,2165.0
6945,2024-06-22,2024-06-22,mirror,1897.0
6945,2025-06-22,2025-06-22,mirror,1215.0
6945,2023-06-22,2023-06-22,mirror,3209.0
6945,2024-01-01,2024-01-01,mirror,2165.0
6945,2024-06-22,2024-06-22,mirror,1897.0
6945,2025-06-22,2025-06-22,mirror,1215.0
6804,2023-07-17,2023-07-17,mirror,4106.0
6828,2023-07-17,2023-07-17,mirror,3170.0
3198,2023-07-17,2023-07-17,mirror,4107.0
4149,2023-07-17,2023-07-17,mirror,2356.0
6768,2023-07-17,2023-07-17,mirror,5482.0
6804,2024-01-01,2024-01-01,mirror,5220.0
6828,2024-01-01,2024-01-01,mirror,2130.0
3198,2024-01-01,2024-01-01,mirror,2861.0
4149,2024-01-01,2024-01-01,mirror,963.0
6768,2024-01-01,2024-01-01,mirror,6216.0
6804,2024-07-17,2024-07-17,mirror,7341.0
6828,2024-07-17,2024-07-17,mirror,1317.0
3198,2024-07-17,2024-07-17,mirror,3496.0
4149,2024-07-17,2024-07-17,mirror,756.0
6768,2024-07-17,2024-07-17,mirror,5434.0
6804,2025-07-17,2025-07-17,mirror,5930.0
6828,2025-07-17,2025-07-17,mirror,1043.0
3198,2025-07-17,2025-07-17,mirror,4704.0
4149,2025-07-17,,off-rolls,0.0
6768,2025-07-17,2025-07-17,mirror,3816.0
3198,2023-07-17,2023-07-17,mirror,4107.0
4149,2023-07-17,2023-07-17,mirror,2356.0
6768,2023-07-17,2023-07-17,mirror,5482.0
6804,2023-07-17,2023-07-17,mirror,4106.0
6828,2023-07-17,2023-07-17,mirror,3170.0
3198,2024-01-01,2024-01-01,mirror,2861.0
4149,2024-01-01,2024-01-01,mirror,963.0
6768,2024-01-01,2024-01-01,mirror,6216.0
6804,2024-01-01,2024-01-01,mirror,5220.0
6828,2024-01-01,2024-01-01,mirror,2130.0
3198,2024-07-17,2024-07-17,mirror,3496.0
4149,2024-07-17,2024-07-17,mirror,756.0
6768,2024-07-17,2024-07-17,mirror,5434.0
6804,2024-07-17,2024-07-17,mirror,7341.0
6828,2024-07-17,2024-07-17,mirror,1317.0
3198,2025-07-17,2025-07-17,mirror,4704.0
4149,2025-07-17,,off-rolls,0.0
6768,2025-07-17,2025-07-17,mirror,3816.0
6804,2025-07-17,2025-07-17,mirror,5930.0
6828,2025-07-17,2025-07-17,mirror,1043.0
4985,2023-08-04,2023-08-04,mirror,2405.0
4098,2023-08-04,2023-08-04,mirror,1110.0
6886,2023-08-04,2023-08-04,mirror,1862.0
6943,2023-08-04,2023-08-04,mirror,2981.0
4985,2024-01-01,2024-01-01,mirror,511.0
4098,2024-01-01,2024-01-01,mirror,1301.0
6886,2024-01-01,2024-01-01,mirror,483.0
6943,2024-01-01,2024-01-01,mirror,2653.0
4985,2024-08-04,,off-rolls,0.0
4098,2024-08-04,2024-08-04,mirror,242.0
6886,2024-08-04,2024-08-04,mirror,786.0
6943,2024-08-04,2024-08-04,mirror,2292.0
4985,2025-08-04,,off-rolls,0.0
4098,2025-08-04,2025-08-04,mirror,1482.0
6886,2025-08-04,,off-rolls,0.0
6943,2025-08-04,2025-08-04,mirror,882.0
4098,2023-08-04,2023-08-04,mirror,1110.0
6886,2023-08-04,2023-08-04,mirror,1862.0
6943,2023-08-04,2023-08-04,mirror,2981.0
4985,2023-08-04,2023-08-04,mirror,2405.0
4098,2024-01-01,2024-01-01,mirror,1301.0
6886,2024-01-01,2024-01-01,mirror,483.0
6943,2024-01-01,2024-01-01,mirror,2653.0
4985,2024-01-01,2024-01-01,mirror,511.0
4098,2024-08-04,2024-08-04,mirror,242.0
6886,2024-08-04,2024-08-04,mirror,786.0
6943,2024-08-04,2024-08-04,mirror,2292.0
4985,2024-08-04,,off-rolls,0.0
4098,2025-08-04,2025-08-04,mirror,1482.0
6886,2025-08-04,,off-rolls,0.0
6943,2025-08-04,2025-08-04,mirror,882.0
4985,2025-08-04,,off-rolls,0.0
4082,2023-08-09,2023-08-09,mirror,1805.0
4082,2024-01-01,2024-01-01,mirror,2027.0
4082,2024-08-09,2024-08-09,mirror,2462.0
4082,2025-08-09,2025-08-09,mirror,1315.0
4082,2023-08-09,2023-08-09,mirror,1805.0
4082,2024-01-01,2024-01-01,mirror,2027.0
4082,2024-08-09,2024-08-09,mirror,2462.0
4082,2025-08-09,2025-08-09,mirror,1315.0
8126,2023-08-10,2023-08-10,mirror,2283.0
8126,2024-01-01,2024-01-01,mirror,2285.0
8126,2024-08-10,2024-08-10,mirror,2074.0
8126,2025-08-10,2025-08-10,mirror,2444.0
8126,2023-08-10,2023-08-10,mirror,2283.0
8126,2024-01-01,2024-01-01,mirror,2285.0
8126,2024-08-10,2024-08-10,mirror,2074.0
8126,2025-08-10,2025-08-10,mirror,2444.0
6806,2023-08-15,2023-08-15,mirror,3839.0
4199,2023-08-15,2023-08-15,mirror,3665.0
6938,2023-08-15,2023-08-15,mirror,3672.0
6806,2024-01-01,2024-01-01,mirror,1995.0
4199,2024-01-01,2024-01-01,mirror,2386.0
6938,2024-01-01,2024-01-01,mirror,1093.0
6806,2024-08-15,2024-08-15,mirror,2266.0
4199,2024-08-15,2024-08-15,mirror,2887.0
6938,2024-08-15,2024-08-15,mirror,980.0
6806,2025-08-15,2025-08-15,mirror,2834.0
4199,2025-08-15,2025-08-15,mirror,2913.0
6938,2025-08-15,2025-08-15,mirror,974.0
4199,2023-08-15,2023-08-15,mirror,3665.0
6938,2023-08-15,2023-08-15,mirror,3672.0
6806,2023-08-15,2023-08-15,mirror,3839.0
4199,2024-01-01,2024-01-01,mirror,2386.0
6938,2024-01-01,2024-01-01,mirror,1093.0
6806,2024-01-01,2024-01-01,mirror,1995.0
4199,2024-08-15,2024-08-15,mirror,2887.0
6938,2024-08-15,2024-08-15,mirror,980.0
6806,2024-08-15,2024-08-15,mirror,2266.0
4199,2025-08-15,2025-08-15,mirror,2913.0
6938,2025-08-15,2025-08-15,mirror,974.0
6806,2025-08-15,2025-08-15,mirror,2834.0
10222,2023-08-21,2023-08-21,mirror,2489.0
5848,2023-08-21,2023-08-21,mirror,3813.0
10222,2024-01-01,2024-01-01,mirror,4241.0
5848,2024-01-01,2024-01-01,mirror,3307.0
10222,2024-08-21,2024-08-21,mirror,4093.0
5848,2024-08-21,2024-08-21,mirror,2936.0
10222,2025-08-21,2025-08-21,mirror,3435.0
5848,2025-08-21,2025-08-21,mirror,2105.0
