Player,Year,Top Team,Last team,Number of teams,Number of transactions,Number of trades,Points,Avg points,Weeks missed due to injury,Weeks missed due to suspension,Weeks as starter,% of points (highest team),% of points (lowest team),Change in points from previous season,Change in avg points from previous season,Change in points from career,Change in avg points from career,Times as Player of the week?,Times as QB of the week?,Times as RB of the week?,Times as WR of the week?,Times as TE of the week?,Times as Benchwarmer of the week?,Times as Bench QB of the week?,Times as Bench RB of the week?,Times as Bench WR of the week?,Times as Bench TE of the week?,Times as Highest starter on team?,Times as Lowest starter on team?,Rookie?,Age,Best week,Worst week
Michael Mayer,2024,,,,,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,2.4,0.0
Michael Mayer,2025,,,,,,47.199999999999996,,,,,,,,,,,,,,,,,,,,,,,,,16.0,0.0
Michael Penix,2024,,,,,,17.12,,,,,,,,,,,,,,,,,,,,,,,,,9.22,0.0
Michael Penix,2025,,,,,,118.28,,,,,,,,,,,,,,,,,,,,,,,,,23.02,0.0
Michael Pittman,2021,,,,,,217.2,,,,,,,,,,,,,,,,,,,,,,,,,30.6,0.0
Michael Pittman,2022,,,,,,203.5,,,,,,,,,,,,,,,,,,,,,,,,,27.1,0.0
Michael Pittman,2023,,,,,,241.79999999999998,,,,,,,,,,,,,,,,,,,,,,,,,27.5,0.0
Michael Pittman,2024,,,,,,152.6,,,,,,,,,,,,,,,,,,,,,,,,,25.9,0.0
Michael Pittman,2025,,,,,,195.7,,,,,,,,,,,,,,,,,,,,,,,,,23.5,0.0
Michael Thomas,2021,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
Michael Thomas,2022,,,,,,51.1,,,,,,,,,,,,,,,,,,,,,,,,,22.7,0.0
Michael Thomas,2023,,,,,,89.8,,,,,,,,,,,,,,,,,,,,,,,,,13.2,0.0
Michael Wilson,2023,,,,,,49.3,,,,,,,,,,,,,,,,,,,,,,,,,15.5,0.0
Michael Wilson,2024,,,,,,124.5,,,,,,,,,,,,,,,,,,,,,,,,,14.4,0.0
Michael Wilson,2025,,,,,,128.7,,,,,,,,,,,,,,,,,,,,,,,,,37.2,0.0
Mike Boone,2022,,,,,,12.9,,,,,,,,,,,,,,,,,,,,,,,,,11.5,1.4
Mike Davis,2021,,,,,,135.4,,,,,,,,,,,,,,,,,,,,,,,,,16.9,0.0
Mike Davis,2022,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1
Mike Evans,2021,,,,,,235.6,,,,,,,,,,,,,,,,,,,,,,,,,31.6,0.0
Mike Evans,2022,,,,,,225.4,,,,,,,,,,,,,,,,,,,,,,,,,48.7,0.0
Mike Evans,2023,,,,,,277.3,,,,,,,,,,,,,,,,,,,,,,,,,29.2,0.0
Mike Evans,2024,,,,,,222.5,,,,,,,,,,,,,,,,,,,,,,,,,36.9,0.0
Mike Evans,2025,,,,,,67.3,,,,,,,,,,,,,,,,,,,,,,,,,19.2,0.0
Mike Gesicki,2021,,,,,,160.8,,,,,,,,,,,,,,,,,,,,,,,,,21.5,0.0
Mike Gesicki,2022,,,,,,86.2,,,,,,,,,,,,,,,,,,,,,,,,,24.9,0.0
Mike Gesicki,2023,,,,,,19.9,,,,,,,,,,,,,,,,,,,,,,,,,8.3,2.2
Mike Gesicki,2024,,,,,,65.3,,,,,,,,,,,,,,,,,,,,,,,,,18.6,0.0
Mike Gesicki,2025,,,,,,21.8,,,,,,,,,,,,,,,,,,,,,,,,,12.5,0.0
Mike White,2022,,,,,,30.78,,,,,,,,,,,,,,,,,,,,,,,,,17.46,0.0
Mike White,2023,,,,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,-2.0
Mike Williams,2021,,,,,,219.7,,,,,,,,,,,,,,,,,,,,,,,,,36.5,0.0
Mike Williams,2022,,,,,,169.3,,,,,,,,,,,,,,,,,,,,,,,,,25.3,0.0
Mike Williams,2023,,,,,,50.2,,,,,,,,,,,,,,,,,,,,,,,,,25.1,0.0
Mike Williams,2024,,,,,,38.8,,,,,,,,,,,,,,,,,,,,,,,,,10.7,0.0
Miles Sanders,2021,,,,,,117.2,,,,,,,,,,,,,,,,,,,,,,,,,17.3,0.0
Miles Sanders,2022,,,,,,213.4,,,,,,,,,,,,,,,,,,,,,,,,,31.0,0.0
Miles Sanders,2023,,,,,,85.8,,,,,,,,,,,,,,,,,,,,,,,,,17.2,0.0
Miles Sanders,2024,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
Mitchell Evans,2025,,,,,,45.1,,,,,,,,,,,,,,,,,,,,,,,,,11.3,0.0
Mitchell Trubisky,2023,,,,,,33.46,,,,,,,,,,,,,,,,,,,,,,,,,20.6,12.86
Myles Gaskin,2021,,,,,,168.6,,,,,,,,,,,,,,,,,,,,,,,,,31.9,0.0
Najee Harris,2021,,,,,,291.2,,,,,,,,,,,,,,,,,,,,,,,,,29.6,0.0
Najee Harris,2022,,,,,,208.46,,,,,,,,,,,,,,,,,,,,,,,,,27.6,0.0
Najee Harris,2023,,,,,,170.2,,,,,,,,,,,,,,,,,,,,,,,,,24.2,0.0
Najee Harris,2024,,,,,,189.0,,,,,,,,,,,,,,,,,,,,,,,,,24.9,0.0
Najee Harris,2025,,,,,,11.6,,,,,,,,,,,,,,,,,,,,,,,,,6.8,0.0
Nelson Agholor,2021,,,,,,45.9,,,,,,,,,,,,,,,,,,,,,,,,,18.2,3.7
Nick Chubb,2021,,,,,,207.3,,,,,,,,,,,,,,,,,,,,,,,,,29.3,0.0
Nick Chubb,2022,,,,,,258.2,,,,,,,,,,,,,,,,,,,,,,,,,32.3,0.0
Nick Chubb,2023,,,,,,23.1,,,,,,,,,,,,,,,,,,,,,,,,,16.7,0.0
Nick Chubb,2024,,,,,,63.3,,,,,,,,,,,,,,,,,,,,,,,,,19.0,0.0
Nick Chubb,2025,,,,,,88.2,,,,,,,,,,,,,,,,,,,,,,,,,15.2,0.0
Nick Mullens,2023,,,,,,17.12,,,,,,,,,,,,,,,,,,,,,,,,,17.12,17.12
Nick Westbrook-Ikhine,2021,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,6.1,5.9
Nick Westbrook-Ikhine,2024,,,,,,22.2,,,,,,,,,,,,,,,,,,,,,,,,,9.7,2.9
Nico Collins,2021,,,,,,73.9,,,,,,,,,,,,,,,,,,,,,,,,,12.3,0.0
Nico Collins,2022,,,,,,90.8,,,,,,,,,,,,,,,,,,,,,,,,,15.9,0.0
Nico Collins,2023,,,,,,224.9,,,,,,,,,,,,,,,,,,,,,,,,,35.8,0.0
Nico Collins,2024,,,,,,195.79999999999998,,,,,,,,,,,,,,,,,,,,,,,,,33.1,0.0
Nico Collins,2025,,,,,,217.5,,,,,,,,,,,,,,,,,,,,,,,,,24.2,0.0
Noah Brown,2023,,,,,,30.8,,,,,,,,,,,,,,,,,,,,,,,,,22.2,0.0
Noah Brown,2024,,,,,,8.9,,,,,,,,,,,,,,,,,,,,,,,,,6.3,2.6
Noah Fant,2021,,,,,,156.4,,,,,,,,,,,,,,,,,,,,,,,,,24.7,0.0
Noah Fant,2022,,,,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,4.6,4.6
Noah Fant,2024,,,,,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,5.2,5.2
Noah Gray,2023,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,,,,6.1,1.5
Noah Gray,2024,,,,,,30.1,,,,,,,,,,,,,,,,,,,,,,,,,10.1,1.6
Nyheim Miller-Hines,2021,,,,,,23.2,,,,,,,,,,,,,,,,,,,,,,,,,18.9,1.1
Nyheim Miller-Hines,2022,,,,,,54.300000000000004,,,,,,,,,,,,,,,,,,,,,,,,,12.9,0.0
Odell Beckham,2021,,,,,,125.3,,,,,,,,,,,,,,,,,,,,,,,,,19.7,0.0
Odell Beckham,2022,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
Odell Beckham,2023,,,,,,63.3,,,,,,,,,,,,,,,,,,,,,,,,,19.7,0.0
Odell Beckham,2024,,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,3.7,3.7
Olamide Zaccheaus,2024,,,,,,25.8,,,,,,,,,,,,,,,,,,,,,,,,,23.3,2.5
Ollie Gordon,2025,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,13.6,-0.3
Omarion Hampton,2025,,,,,,114.7,,,,,,,,,,,,,,,,,,,,,,,,,27.5,0.0
Oronde Gadsden,2025,,,,,,114.89999999999999,,,,,,,,,,,,,,,,,,,,,,,,,29.4,0.0
P.J. Walker,2021,,,,,,4.28,,,,,,,,,,,,,,,,,,,,,,,,,4.28,4.28
Parker Washington,2023,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,8.7,1.2
Parker Washington,2024,,,,,,68.8,,,,,,,,,,,,,,,,,,,,,,,,,24.3,0.0
Parker Washington,2025,,,,,,66.5,,,,,,,,,,,,,,,,,,,,,,,,,18.1,3.6
Parris Campbell,2021,,,,,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,3.4,0.0
Parris Campbell,2022,,,,,,72.4,,,,,,,,,,,,,,,,,,,,,,,,,20.6,0.0
Parris Campbell,2023,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,1.2,1.2
Pat Bryant,2025,,,,,,67.7,,,,,,,,,,,,,,,,,,,,,,,,,13.2,0.0
Pat Freiermuth,2021,,,,,,140.4,,,,,,,,,,,,,,,,,,,,,,,,,21.3,0.0
Pat Freiermuth,2022,,,,,,148.2,,,,,,,,,,,,,,,,,,,,,,,,,15.9,0.0
Pat Freiermuth,2023,,,,,,72.7,,,,,,,,,,,,,,,,,,,,,,,,,21.0,0.0
Pat Freiermuth,2024,,,,,,144.8,,,,,,,,,,,,,,,,,,,,,,,,,18.8,0.0
Pat Freiermuth,2025,,,,,,96.2,,,,,,,,,,,,,,,,,,,,,,,,,28.1,0.0
Patrick Mahomes,2021,,,,,,330.46,,,,,,,,,,,,,,,,,,,,,,,,,36.24,0.0
Patrick Mahomes,2022,,,,,,397.42,,,,,,,,,,,,,,,,,,,,,,,,,34.14,0.0
Patrick Mahomes,2023,,,,,,278.22,,,,,,,,,,,,,,,,,,,,,,,,,33.86,0.0
Patrick Mahomes,2024,,,,,,281.02,,,,,,,,,,,,,,,,,,,,,,,,,27.76,0.0
Patrick Mahomes,2025,,,,,,282.68,,,,,,,,,,,,,,,,,,,,,,,,,30.48,0.0
Patrick Taylor,2024,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,8.5,0.0
Philip Rivers,2025,,,,,,21.88,,,,,,,,,,,,,,,,,,,,,,,,,16.08,0.0
Phillip Lindsay,2021,,,,,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,8.5,8.5
Puka Nacua,2023,,,,,,283.4,,,,,,,,,,,,,,,,,,,,,,,,,33.0,0.0
Puka Nacua,2024,,,,,,206.6,,,,,,,,,,,,,,,,,,,,,,,,,41.8,0.0
Puka Nacua,2025,,,,,,333.3,,,,,,,,,,,,,,,,,,,,,,,,,46.5,0.0
Quentin Johnston,2023,,,,,,89.7,,,,,,,,,,,,,,,,,,,,,,,,,13.4,0.0
Quentin Johnston,2024,,,,,,143.10000000000002,,,,,,,,,,,,,,,,,,,,,,,,,22.1,0.0
Quentin Johnston,2025,,,,,,156.4,,,,,,,,,,,,,,,,,,,,,,,,,24.9,0.0
Quinn Ewers,2025,,,,,,7.0200000000000005,,,,,,,,,,,,,,,,,,,,,,,,,6.9,0.0
Quinshon Judkins,2025,,,,,,169.8,,,,,,,,,,,,,,,,,,,,,,,,,26.4,0.0
Quintez Cephus,2021,,,,,,20.900000000000002,,,,,,,,,,,,,,,,,,,,,,,,,12.3,1.8
RJ Harvey,2025,,,,,,183.7,,,,,,,,,,,,,,,,,,,,,,,,,24.1,0.0
Rachaad White,2022,,,,,,137.6,,,,,,,,,,,,,,,,,,,,,,,,,19.9,0.0
Rachaad White,2023,,,,,,253.6,,,,,,,,,,,,,,,,,,,,,,,,,27.9,0.0
Rachaad White,2024,,,,,,199.6,,,,,,,,,,,,,,,,,,,,,,,,,29.1,0.0
Rachaad White,2025,,,,,,133.2,,,,,,,,,,,,,,,,,,,,,,,,,23.1,0.0
Raheem Mostert,2021,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
Raheem Mostert,2022,,,,,,127.8,,,,,,,,,,,,,,,,,,,,,,,,,23.1,0.0
Raheem Mostert,2023,,,,,,264.7,,,,,,,,,,,,,,,,,,,,,,,,,45.2,0.0
Raheem Mostert,2024,,,,,,70.9,,,,,,,,,,,,,,,,,,,,,,,,,16.0,-0.2
Randall Cobb,2022,,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,3.4,3.4
Rashaad Penny,2021,,,,,,60.3,,,,,,,,,,,,,,,,,,,,,,,,,32.5,1.9
Rashaad Penny,2022,,,,,,51.2,,,,,,,,,,,,,,,,,,,,,,,,,28.7,0.0
Rashaad Penny,2023,,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,2.4,0.0
Rashee Rice,2023,,,,,,211.5,,,,,,,,,,,,,,,,,,,,,,,,,24.7,0.0
Rashee Rice,2024,,,,,,64.9,,,,,,,,,,,,,,,,,,,,,,,,,29.1,0.0
Rashee Rice,2025,,,,,,148.1,,,,,,,,,,,,,,,,,,,,,,,,,28.4,0.0
Rashid Shaheed,2022,,,,,,40.5,,,,,,,,,,,,,,,,,,,,,,,,,18.5,8.1
Rashid Shaheed,2023,,,,,,140.1,,,,,,,,,,,,,,,,,,,,,,,,,24.3,0.0
Rashid Shaheed,2024,,,,,,79.8,,,,,,,,,,,,,,,,,,,,,,,,,20.9,0.0
Rashid Shaheed,2025,,,,,,152.6,,,,,,,,,,,,,,,,,,,,,,,,,21.4,0.0
Rashod Bateman,2021,,,,,,99.3,,,,,,,,,,,,,,,,,,,,,,,,,17.3,0.0
Rashod Bateman,2022,,,,,,53.5,,,,,,,,,,,,,,,,,,,,,,,,,20.8,0.0
Rashod Bateman,2023,,,,,,76.5,,,,,,,,,,,,,,,,,,,,,,,,,9.4,0.0
Rashod Bateman,2024,,,,,,156.0,,,,,,,,,,,,,,,,,,,,,,,,,23.0,0.0
Rashod Bateman,2025,,,,,,11.899999999999999,,,,,,,,,,,,,,,,,,,,,,,,,7.1,0.0
Ray Davis,2024,,,,,,101.6,,,,,,,,,,,,,,,,,,,,,,,,,18.2,0.0
Ray Davis,2025,,,,,,36.1,,,,,,,,,,,,,,,,,,,,,,,,,9.9,0.0
Ray-Ray McCloud,2024,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,16.1,2.4
Rex Burkhead,2022,,,,,,9.9,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2.9
Rhamondre Stevenson,2021,,,,,,109.3,,,,,,,,,,,,,,,,,,,,,,,,,27.4,0.0
Rhamondre Stevenson,2022,,,,,,233.9,,,,,,,,,,,,,,,,,,,,,,,,,25.1,0.0
Rhamondre Stevenson,2023,,,,,,145.7,,,,,,,,,,,,,,,,,,,,,,,,,22.9,0.0
Rhamondre Stevenson,2024,,,,,,171.9,,,,,,,,,,,,,,,,,,,,,,,,,23.5,0.0
Rhamondre Stevenson,2025,,,,,,116.3,,,,,,,,,,,,,,,,,,,,,,,,,21.2,0.0
Richie James,2022,,,,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,-0.1
Ricky Pearsall,2024,,,,,,74.6,,,,,,,,,,,,,,,,,,,,,,,,,28.7,0.0
Ricky Pearsall,2025,,,,,,75.1,,,,,,,,,,,,,,,,,,,,,,,,,19.7,0.0
Ricky Seals-Jones,2021,,,,,,11.1,,,,,,,,,,,,,,,,,,,,,,,,,11.1,11.1
Rico Dowdle,2023,,,,,,59.3,,,,,,,,,,,,,,,,,,,,,,,,,13.6,0.0
Rico Dowdle,2024,,,,,,180.4,,,,,,,,,,,,,,,,,,,,,,,,,21.7,0.0
Rico Dowdle,2025,,,,,,181.7,,,,,,,,,,,,,,,,,,,,,,,,,32.9,0.0
Riley Leonard,2025,,,,,,10.4,,,,,,,,,,,,,,,,,,,,,,,,,10.3,0.0
Rob Gronkowski,2021,,,,,,150.5,,,,,,,,,,,,,,,,,,,,,,,,,29.0,0.0
Robbie Chosen,2021,,,,,,120.5,,,,,,,,,,,,,,,,,,,,,,,,,21.4,0.0
Robbie Chosen,2022,,,,,,6.6,,,,,,,,,,,,,,,,,,,,,,,,,4.2,2.4
Robert Tonyan,2021,,,,,,50.4,,,,,,,,,,,,,,,,,,,,,,,,,16.3,0.0
Robert Tonyan,2022,,,,,,9.7,,,,,,,,,,,,,,,,,,,,,,,,,6.6,3.1
Robert Woods,2021,,,,,,137.2,,,,,,,,,,,,,,,,,,,,,,,,,27.0,0.0
Robert Woods,2022,,,,,,72.7,,,,,,,,,,,,,,,,,,,,,,,,,13.0,0.0
Robert Woods,2023,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,6.4,5.6
Roman Wilson,2024,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
Roman Wilson,2025,,,,,,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,-0.6,-0.6
Rome Odunze,2024,,,,,,140.1,,,,,,,,,,,,,,,,,,,,,,,,,23.4,0.0
Rome Odunze,2025,,,,,,146.1,,,,,,,,,,,,,,,,,,,,,,,,,31.8,0.0
Romeo Doubs,2022,,,,,,100.6,,,,,,,,,,,,,,,,,,,,,,,,,20.3,0.0
Romeo Doubs,2023,,,,,,173.4,,,,,,,,,,,,,,,,,,,,,,,,,18.6,0.0
Romeo Doubs,2024,,,,,,132.1,,,,,,,,,,,,,,,,,,,,,,,,,19.9,0.0
Romeo Doubs,2025,,,,,,155.2,,,,,,,,,,,,,,,,,,,,,,,,,29.8,0.0
Ronald Jones,2021,,,,,,49.1,,,,,,,,,,,,,,,,,,,,,,,,,16.1,-0.6
Rondale Moore,2021,,,,,,107.1,,,,,,,,,,,,,,,,,,,,,,,,,23.4,0.0
Rondale Moore,2022,,,,,,87.89999999999999,,,,,,,,,,,,,,,,,,,,,,,,,23.4,-0.6
Rondale Moore,2023,,,,,,96.4,,,,,,,,,,,,,,,,,,,,,,,,,16.2,0.0
Rondale Moore,2024,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
Ronnie Rivers,2022,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
Ronnie Rivers,2023,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1
Roschon Johnson,2023,,,,,,99.1,,,,,,,,,,,,,,,,,,,,,,,,,17.5,0.0
Roschon Johnson,2024,,,,,,70.5,,,,,,,,,,,,,,,,,,,,,,,,,14.5,0.0
Roschon Johnson,2025,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
Royce Freeman,2021,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,1.2,1.2
Russell Gage,2021,,,,,,77.2,,,,,,,,,,,,,,,,,,,,,,,,,23.1,0.0
Russell Gage,2022,,,,,,69.4,,,,,,,,,,,,,,,,,,,,,,,,,24.7,0.0
Russell Wilson,2021,,,,,,213.8,,,,,,,,,,,,,,,,,,,,,,,,,27.84,0.0
Russell Wilson,2022,,,,,,198.64,,,,,,,,,,,,,,,,,,,,,,,,,27.48,0.0
Russell Wilson,2023,,,,,,251.9,,,,,,,,,,,,,,,,,,,,,,,,,25.92,0.0
Russell Wilson,2024,,,,,,160.26,,,,,,,,,,,,,,,,,,,,,,,,,26.86,0.0
Russell Wilson,2025,,,,,,46.839999999999996,,,,,,,,,,,,,,,,,,,,,,,,,29.3,-0.68
Ryan Fitzpatrick,2021,,,,,,-0.28,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-0.28
Ryan Tannehill,2021,,,,,,235.08,,,,,,,,,,,,,,,,,,,,,,,,,21.48,0.0
Ryan Tannehill,2022,,,,,,117.94,,,,,,,,,,,,,,,,,,,,,,,,,19.34,0.88
Ryan Tannehill,2023,,,,,,48.12,,,,,,,,,,,,,,,,,,,,,,,,,21.04,0.0
Sam Darnold,2021,,,,,,137.62,,,,,,,,,,,,,,,,,,,,,,,,,31.54,0.0
Sam Darnold,2022,,,,,,42.54,,,,,,,,,,,,,,,,,,,,,,,,,21.9,20.64
Sam Darnold,2024,,,,,,296.32,,,,,,,,,,,,,,,,,,,,,,,,,34.58,0.0
Sam Darnold,2025,,,,,,217.52,,,,,,,,,,,,,,,,,,,,,,,,,27.64,0.0
Sam Ehlinger,2022,,,,,,13.559999999999999,,,,,,,,,,,,,,,,,,,,,,,,,7.54,0.0
Sam Howell,2023,,,,,,248.12,,,,,,,,,,,,,,,,,,,,,,,,,29.98,-1.76
Sam Howell,2024,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
Sam LaPorta,2023,,,,,,225.4,,,,,,,,,,,,,,,,,,,,,,,,,29.0,0.0
Sam LaPorta,2024,,,,,,161.3,,,,,,,,,,,,,,,,,,,,,,,,,18.4,0.0
Sam LaPorta,2025,,,,,,106.9,,,,,,,,,,,,,,,,,,,,,,,,,21.7,0.0
Samaje Perine,2021,,,,,,31.9,,,,,,,,,,,,,,,,,,,,,,,,,18.3,6.3
Samaje Perine,2022,,,,,,58.8,,,,,,,,,,,,,,,,,,,,,,,,,21.5,0.0
Samaje Perine,2023,,,,,,40.2,,,,,,,,,,,,,,,,,,,,,,,,,11.8,1.6
Samaje Perine,2024,,,,,,29.9,,,,,,,,,,,,,,,,,,,,,,,,,7.4,0.0
Sammy Watkins,2021,,,,,,33.6,,,,,,,,,,,,,,,,,,,,,,,,,10.8,0.0
Sammy Watkins,2022,,,,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,4.8,4.8
Saquon Barkley,2021,,,,,,139.70000000000002,,,,,,,,,,,,,,,,,,,,,,,,,28.6,0.0
Saquon Barkley,2022,,,,,,283.0,,,,,,,,,,,,,,,,,,,,,,,,,32.4,0.0
Saquon Barkley,2023,,,,,,199.5,,,,,,,,,,,,,,,,,,,,,,,,,30.0,0.0
Saquon Barkley,2024,,,,,,354.3,,,,,,,,,,,,,,,,,,,,,,,,,46.2,0.0
Saquon Barkley,2025,,,,,,225.5,,,,,,,,,,,,,,,,,,,,,,,,,33.4,0.0
Savion Williams,2025,,,,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,4.3,0.0
Sean Tucker,2023,,,,,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,4.4,0.0
Sean Tucker,2024,,,,,,28.8,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0
Sean Tucker,2025,,,,,,64.4,,,,,,,,,,,,,,,,,,,,,,,,,34.0,0.0
Shedeur Sanders,2025,,,,,,69.42,,,,,,,,,,,,,,,,,,,,,,,,,33.46,0.0
Sincere McCormick,2024,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.0
Sione Vaki,2024,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0
Skyy Moore,2022,,,,,,43.4,,,,,,,,,,,,,,,,,,,,,,,,,11.3,-2.0
Skyy Moore,2023,,,,,,53.7,,,,,,,,,,,,,,,,,,,,,,,,,16.0,0.0
Sony Michel,2021,,,,,,82.9,,,,,,,,,,,,,,,,,,,,,,,,,21.9,0.2
Spencer Rattler,2024,,,,,,50.58,,,,,,,,,,,,,,,,,,,,,,,,,12.32,0.0
Spencer Rattler,2025,,,,,,97.14,,,,,,,,,,,,,,,,,,,,,,,,,20.68,2.64
Stefon Diggs,2021,,,,,,261.4,,,,,,,,,,,,,,,,,,,,,,,,,30.2,0.0
Stefon Diggs,2022,,,,,,296.8,,,,,,,,,,,,,,,,,,,,,,,,,44.8,0.0
Stefon Diggs,2023,,,,,,257.1,,,,,,,,,,,,,,,,,,,,,,,,,36.0,0.0
Stefon Diggs,2024,,,,,,121.92,,,,,,,,,,,,,,,,,,,,,,,,,21.9,0.0
Stefon Diggs,2025,,,,,,180.9,,,,,,,,,,,,,,,,,,,,,,,,,24.6,0.0
Sterling Shepard,2021,,,,,,77.7,,,,,,,,,,,,,,,,,,,,,,,,,24.3,0.0
Sterling Shepard,2024,,,,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,4.8,4.8
T.J. Hockenson,2021,,,,,,145.3,,,,,,,,,,,,,,,,,,,,,,,,,25.7,0.0
T.J. Hockenson,2022,,,,,,212.8,,,,,,,,,,,,,,,,,,,,,,,,,39.9,0.0
T.J. Hockenson,2023,,,,,,219.0,,,,,,,,,,,,,,,,,,,,,,,,,30.4,0.0
T.J. Hockenson,2024,,,,,,83.6,,,,,,,,,,,,,,,,,,,,,,,,,18.4,0.0
T.J. Hockenson,2025,,,,,,112.8,,,,,,,,,,,,,,,,,,,,,,,,,15.9,0.0
T.Y. Hilton,2021,,,,,,15.6,,,,,,,,,,,,,,,,,,,,,,,,,12.0,0.0
Tahj Brooks,2025,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,1.7,0.0
Tank Bigsby,2023,,,,,,21.2,,,,,,,,,,,,,,,,,,,,,,,,,7.0,-1.1
Tank Bigsby,2024,,,,,,114.8,,,,,,,,,,,,,,,,,,,,,,,,,24.9,0.0
Tank Bigsby,2025,,,,,,14.299999999999999,,,,,,,,,,,,,,,,,,,,,,,,,10.4,0.0
Tank Dell,2023,,,,,,164.0,,,,,,,,,,,,,,,,,,,,,,,,,29.6,0.0
Tank Dell,2024,,,,,,140.0,,,,,,,,,,,,,,,,,,,,,,,,,21.8,0.0
Tank Dell,2025,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
Tanner Hudson,2023,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.5
Tarik Cohen,2021,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
Taylor Heinicke,2021,,,,,,124.32,,,,,,,,,,,,,,,,,,,,,,,,,27.9,0.0
Taylor Heinicke,2022,,,,,,10.24,,,,,,,,,,,,,,,,,,,,,,,,,10.24,0.0
Taylor Heinicke,2023,,,,,,24.32,,,,,,,,,,,,,,,,,,,,,,,,,14.72,0.0
Taysom Hill,2021,,,,,,71.8,,,,,,,,,,,,,,,,,,,,,,,,,24.3,0.0
Taysom Hill,2022,,,,,,76.26,,,,,,,,,,,,,,,,,,,,,,,,,13.56,0.0
Taysom Hill,2023,,,,,,84.52,,,,,,,,,,,,,,,,,,,,,,,,,22.46,0.0
Taysom Hill,2024,,,,,,102.34,,,,,,,,,,,,,,,,,,,,,,,,,41.52,0.0
Taysom Hill,2025,,,,,,33.58,,,,,,,,,,,,,,,,,,,,,,,,,15.32,-1.1
Teddy Bridgewater,2021,,,,,,161.0,,,,,,,,,,,,,,,,,,,,,,,,,21.86,0.0
Teddy Bridgewater,2022,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
Tee Higgins,2021,,,,,,219.1,,,,,,,,,,,,,,,,,,,,,,,,,43.4,0.0
Tee Higgins,2022,,,,,,221.5,,,,,,,,,,,,,,,,,,,,,,,,,26.8,0.0
Tee Higgins,2023,,,,,,137.6,,,,,,,,,,,,,,,,,,,,,,,,,28.9,0.0
Tee Higgins,2024,,,,,,212.8,,,,,,,,,,,,,,,,,,,,,,,,,40.1,0.0
Tee Higgins,2025,,,,,,183.0,,,,,,,,,,,,,,,,,,,,,,,,,33.1,0.0
Terrace Marshall,2021,,,,,,32.800000000000004,,,,,,,,,,,,,,,,,,,,,,,,,8.8,0.0
Terrace Marshall,2022,,,,,,76.7,,,,,,,,,,,,,,,,,,,,,,,,,14.3,0.0
