season,week,player_id,gsis_id,full_name,position,nfl_team,injury_status,injury_body_part,status,on_bye,played,captures,captured_at_utc,finalized_at_utc
2026,2,13288,00-0040886,Nicholas Singleton,RB,TEN,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,13289,00-0041565,Drew Allar,QB,PIT,Out,Coach's Decision,Active,false,,10,2026-09-20T16:57:40.301808+00:00,
2026,2,13293,00-0040870,Ja'Kobi Lane,WR,BAL,IR,Wrist,Inactive,false,,10,2026-09-17T17:44:58.862421+00:00,
2026,2,13294,00-0040867,Makai Lemon,WR,PHI,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,13296,00-0041523,Caleb Douglas,WR,MIA,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,13298,00-0041547,KC Concepcion,WR,CLE,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,13301,00-0041040,Antonio Williams,WR,WAS,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,13302,00-0040888,Adam Randall,RB,BAL,IR,Undisclosed,Inactive,false,,10,2026-09-17T17:44:58.862421+00:00,
2026,2,13305,,Mike Washington,RB,LV,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,13306,00-0041092,Taylen Green,QB,CLE,Out,Coach's Decision,Active,false,,10,2026-09-20T16:57:40.301808+00:00,
2026,2,13311,00-0041525,Chris Bell,WR,MIA,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,13317,00-0041048,Ted Hurst,WR,TB,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,13319,00-0041041,Oscar Delp,TE,NO,Questionable,Hamstring,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,13320,00-0041044,Zachariah Branch,WR,ATL,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,13330,00-0041032,Kenyon Sadiq,TE,NYJ,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,13337,00-0041013,Emmett Johnson,RB,KC,,,Active,false,,10,2026-09-17T17:44:58.862421+00:00,
2026,2,13345,00-0041496,Jonah Coleman,RB,DEN,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,13346,00-0041037,Denzel Boston,WR,CLE,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,13347,00-0041104,Demond Claiborne,RB,MIN,,,Active,false,true,4,2026-09-20T16:57:40.301808+00:00,
2026,2,13349,00-0041483,Eli Stowers,TE,PHI,IR,Hamstring,Inactive,false,,10,2026-09-17T17:44:58.862421+00:00,
2026,2,13353,00-0041047,Chris Brazzell,WR,CAR,IR,Knee,Inactive,false,,10,2026-09-17T17:44:58.862421+00:00,
2026,2,13402,00-0041443,Skyler Bell,WR,BUF,Out,Coach's Decision,Active,false,,10,2026-09-17T23:08:58.006745+00:00,
2026,2,13405,00-0041096,Kaytron Allen,RB,WAS,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,13408,00-0041084,Tanner Koziol,TE,JAX,Out,Coach's Decision,Active,false,,10,2026-09-20T19:03:10.210459+00:00,
2026,2,13413,00-0040890,Cyrus Allen,WR,KC,,,Active,false,,10,2026-09-17T17:44:58.862421+00:00,
2026,2,13414,00-0041052,Kaelon Black,RB,SF,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,13417,00-0041035,De'Zhaun Stribling,WR,SF,Out,Ankle,Inactive,false,,10,2026-09-17T17:44:58.862421+00:00,
2026,2,13420,00-0041067,Bryce Lance,WR,NO,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,13421,00-0041395,Eli Raridon,TE,NE,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,13423,00-0041490,Eli Heidenreich,RB,PIT,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,13424,00-0041125,Seth McGowan,RB,IND,,,Active,false,,10,2026-09-17T17:44:58.862421+00:00,
2026,2,13434,00-0041524,Will Kacmarek,TE,MIA,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,13533,00-0041099,Barion Brown,WR,NO,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,13602,,Jack Strand,QB,ATL,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,1373,00-0030565,Geno Smith,QB,NYJ,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,1466,00-0030506,Travis Kelce,TE,KC,,,Active,false,,10,2026-09-17T17:44:58.862421+00:00,
2026,2,2133,00-0031381,Davante Adams,WR,LAR,,,Active,false,,10,2026-09-17T17:44:58.862421+00:00,
2026,2,2216,00-0031408,Mike Evans,WR,SF,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,2449,00-0031588,Stefon Diggs,WR,WAS,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,3161,00-0032950,Carson Wentz,QB,MIN,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,3163,00-0033106,Jared Goff,QB,DET,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,3198,00-0032764,Derrick Henry,RB,BAL,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,3294,00-0033077,Dak Prescott,QB,DAL,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,4017,00-0033537,Deshaun Watson,QB,CLE,,,Active,false,,6,2026-09-17T17:44:58.862421+00:00,
2026,2,4033,00-0033885,David Njoku,TE,LAC,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,4034,00-0033280,Christian McCaffrey,RB,SF,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,4035,00-0033906,Alvin Kamara,RB,NO,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,4037,00-0033921,Chris Godwin,WR,TB,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,4046,00-0033873,Patrick Mahomes,QB,KC,,,Active,false,,10,2026-09-17T17:44:58.862421+00:00,
2026,2,4066,00-0033881,Evan Engram,TE,DEN,,,Active,false,true,4,2026-09-20T16:57:40.301808+00:00,
2026,2,4199,00-0033293,Aaron Jones,RB,MIN,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,421,00-0026498,Matthew Stafford,QB,LAR,,,Active,false,,10,2026-09-17T17:44:58.862421+00:00,
2026,2,4217,00-0033288,George Kittle,TE,SF,Questionable,Achilles,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,4866,00-0034844,Saquon Barkley,RB,PHI,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,4881,00-0034796,Lamar Jackson,QB,BAL,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,4892,00-0034855,Baker Mayfield,QB,TB,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,4943,00-0034869,Sam Darnold,QB,SEA,Out,Lower Body,Active,false,,10,2026-09-17T17:44:58.862421+00:00,
2026,2,4983,00-0034827,DJ Moore,WR,BUF,Out,Shoulder,Active,false,true,10,2026-09-20T16:57:40.301808+00:00,
2026,2,4984,00-0034857,Josh Allen,QB,BUF,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,5001,00-0034383,Dalton Schultz,TE,HOU,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,5012,00-0034753,Mark Andrews,TE,BAL,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,5022,00-0034351,Dallas Goedert,TE,PHI,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,5045,00-0034348,Courtland Sutton,WR,DEN,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,5844,00-0035229,T.J. Hockenson,TE,MIN,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,5846,00-0035640,DK Metcalf,WR,PIT,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,5849,00-0035228,Kyler Murray,QB,MIN,Out,Concussion,Active,false,,10,2026-09-20T16:57:40.301808+00:00,
2026,2,5850,00-0035700,Josh Jacobs,RB,GB,NA,Personal,Active,false,,10,2026-09-17T17:44:58.862421+00:00,
2026,2,5859,00-0035676,A.J. Brown,WR,NE,IR,Ankle,Inactive,false,,10,2026-09-17T17:44:58.862421+00:00,
2026,2,5870,00-0035710,Daniel Jones,QB,IND,,,Active,false,,10,2026-09-17T17:44:58.862421+00:00,
2026,2,5872,00-0035719,Deebo Samuel,WR,SF,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,5892,00-0035685,David Montgomery,RB,HOU,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,5927,00-0035659,Terry McLaurin,WR,WAS,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,5947,00-0034960,Jakobi Meyers,WR,JAX,Questionable,Thumb,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,5967,00-0035261,Tony Pollard,RB,TEN,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,6130,00-0035250,Devin Singletary,RB,NYG,,,Active,false,,10,2026-09-17T17:44:58.862421+00:00,
2026,2,6768,00-0036212,Tua Tagovailoa,QB,ATL,Out,Oblique,Active,false,,10,2026-09-20T16:57:40.301808+00:00,
2026,2,6770,00-0036442,Joe Burrow,QB,CIN,Questionable,Back,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,6786,00-0036358,CeeDee Lamb,WR,DAL,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,6790,00-0036275,D'Andre Swift,RB,CHI,Questionable,Knee,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,6794,00-0036322,Justin Jefferson,WR,MIN,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,6797,00-0036355,Justin Herbert,QB,LAC,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,6801,00-0036410,Tee Higgins,WR,CIN,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,6803,00-0036261,Brandon Aiyuk,WR,SF,DNR,Knee - ACL + MCL,Active,false,,10,2026-09-17T17:44:58.862421+00:00,
2026,2,6804,00-0036264,Jordan Love,QB,GB,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,6806,00-0036158,J.K. Dobbins,RB,DEN,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,6813,00-0036223,Jonathan Taylor,RB,IND,,,Active,false,,10,2026-09-17T17:44:58.862421+00:00,
2026,2,6819,00-0036252,Michael Pittman,WR,PIT,Out,Ankle,Active,false,,10,2026-09-20T16:57:40.301808+00:00,
2026,2,6904,00-0036389,Jalen Hurts,QB,PHI,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,7002,00-0036040,Juwan Johnson,TE,NO,Questionable,Illness,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,7021,00-0036139,Rico Dowdle,RB,PIT,Out,Toe,Active,false,true,10,2026-09-20T21:44:46.558631+00:00,
2026,2,7523,00-0036971,Trevor Lawrence,QB,JAX,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,7525,00-0036912,DeVonta Smith,WR,PHI,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,7526,00-0036613,Jaylen Waddle,WR,DEN,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,7527,00-0036972,Mac Jones,QB,SF,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,7543,00-0036973,Travis Etienne,RB,NO,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,7547,00-0036963,Amon-Ra St. Brown,WR,DET,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,7553,00-0036970,Kyle Pitts,TE,ATL,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,7564,00-0036900,Ja'Marr Chase,WR,CIN,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,7567,00-0036919,Kenny Gainwell,RB,TB,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,7569,00-0036554,Nico Collins,WR,HOU,Out,Hamstring,Active,false,,10,2026-09-20T16:57:40.301808+00:00,
2026,2,7588,00-0036997,Javonte Williams,RB,DAL,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,7594,00-0036555,Chuba Hubbard,RB,CAR,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,7600,00-0036894,Pat Freiermuth,TE,PIT,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,7611,00-0036875,Rhamondre Stevenson,RB,NE,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,8110,00-0038041,Jake Ferguson,TE,DAL,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,8111,00-0038129,Cade Otton,TE,TB,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,8112,00-0037238,Drake London,WR,ATL,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,8121,00-0037816,Romeo Doubs,WR,NE,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,8126,00-0038117,Wan'Dale Robinson,WR,TEN,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,8130,00-0037744,Trey McBride,TE,ARI,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,8131,00-0037838,Isaiah Likely,TE,NYG,,,Active,false,,10,2026-09-17T17:44:58.862421+00:00,
2026,2,8132,00-0037263,Tyler Allgeier,RB,ARI,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,8134,00-0037261,Khalil Shakir,WR,BUF,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,8136,00-0037256,Rachaad White,RB,WAS,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,8137,00-0037247,George Pickens,WR,DAL,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,8138,00-0037248,James Cook,RB,BUF,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,8142,00-0037664,Alec Pierce,WR,IND,,,Active,false,,10,2026-09-17T17:44:58.862421+00:00,
2026,2,8144,00-0037239,Chris Olave,WR,NO,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,8146,00-0037740,Garrett Wilson,WR,NYJ,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,8148,00-0037240,Jameson Williams,WR,DET,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,8150,00-0037840,Kyren Williams,RB,LAR,,,Active,false,,10,2026-09-17T17:44:58.862421+00:00,
2026,2,8151,00-0038134,Kenneth Walker,RB,KC,,,Active,false,,10,2026-09-17T17:44:58.862421+00:00,
2026,2,8154,00-0037746,Brian Robinson,RB,ATL,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,8155,00-0038120,Breece Hall,RB,NYJ,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,8161,00-0038128,Malik Willis,QB,MIA,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,8167,00-0038124,Christian Watson,WR,GB,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,8183,00-0037834,Brock Purdy,QB,SF,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,8205,00-0037197,Isiah Pacheco,RB,DET,IR,Back,Inactive,false,,10,2026-09-17T17:44:58.862421+00:00,
2026,2,8210,00-0037809,Chig Okonkwo,TE,WAS,Out,Hamstring,Active,false,,10,2026-09-20T16:57:40.301808+00:00,
2026,2,8228,00-0037228,Jaylen Warren,RB,PIT,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,8408,00-0037525,Jordan Mason,RB,MIN,IR,Thumb,Inactive,false,,10,2026-09-17T17:44:58.862421+00:00,
2026,2,8676,00-0037545,Rashid Shaheed,WR,SEA,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,8800,00-0037563,Malik Davis,RB,DAL,IR,Hip,Inactive,false,,10,2026-09-17T17:44:58.862421+00:00,
2026,2,9221,00-0039139,Jahmyr Gibbs,RB,DET,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,9224,00-0038597,Chase Brown,RB,CIN,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,9225,00-0038555,Tank Bigsby,RB,PHI,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,9226,00-0039040,De'Von Achane,RB,MIA,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,9228,00-0039150,Bryce Young,QB,CAR,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,9229,00-0039164,Anthony Richardson,QB,IND,Questionable,Groin,Active,false,,10,2026-09-17T17:44:58.862421+00:00,
2026,2,9480,00-0038935,Brenton Strange,TE,JAX,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,9482,00-0039066,Michael Mayer,TE,LV,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,9484,00-0038996,Tucker Kraft,TE,GB,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,9486,00-0038393,Dontayvion Wicks,WR,PHI,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,9487,00-0038606,Parker Washington,WR,JAX,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,9488,00-0038543,Jaxon Smith-Njigba,WR,SEA,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,9493,00-0039075,Puka Nacua,WR,LAR,,,Active,false,,10,2026-09-17T17:44:58.862421+00:00,
2026,2,9500,00-0038997,Josh Downs,WR,IND,,,Active,false,,10,2026-09-17T17:44:58.862421+00:00,
2026,2,9502,00-0038977,Tank Dell,WR,HOU,IR,Knee - ACL + MCL,Inactive,false,,10,2026-09-17T17:44:58.862421+00:00,
2026,2,9504,00-0038608,Kayshon Boutte,WR,HOU,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,9508,00-0039032,Tyjae Spears,RB,TEN,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,9509,00-0038542,Bijan Robinson,RB,ATL,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,9511,00-0038454,Keaton Mitchell,RB,LAC,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,96,00-0023459,Aaron Rodgers,QB,PIT,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,9753,00-0039165,Zach Charbonnet,RB,SEA,PUP,Knee - ACL,Active,false,,10,2026-09-17T17:44:58.862421+00:00,
2026,2,9754,00-0038544,Quentin Johnston,WR,LAC,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,9756,00-0038994,Jordan Addison,WR,MIN,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,9758,00-0039163,C.J. Stroud,QB,HOU,,,Active,false,true,10,2026-09-17T17:44:58.862421+00:00,
2026,2,9997,00-0039064,Zay Flowers,WR,BAL,Out,Hamstring,Active,false,,10,2026-09-20T16:57:40.301808+00:00,
