Team,Player Added,Player Dropped,Date,Season,Faab,Number of bids,Total FAAB bid,Type,Notes
shmuel256,Puka Nacua,,2023-09-04T13:46:14+00:00,2023,5,1,5,waiver,Sleeper API has no transaction record for this pickup — confirmed phantom via the phantom-player sweep (only one across 2021-2026 outside the 2021 startup draft). Puka was on Shmuel256's Week 1 matchup roster; the manager confirmed the pickup details (sole bidder; $5 FAAB on the 2023-09-04 waiver run).
