PF,Avg PF,PF Range,Avg margin,Margin range,Number of games within 10,Number of games within 5,UPST,Max PF,Avg max PF,Efficiency,Highest starter score,Lowest starter score,Number of QB started,Number of WR started,Number of RB started,Number of TE started,Number of QB rostered,Number of WR rostered,Number of RB rostered,Number of TE rostered,Most number of players started from same NFL team,Most number of players rostered from same NFL team,Most number of QBs started from same NFL team,Most number of QBs rostered from same NFL team,Most number of RBs started from same NFL team,Most number of RBs rostered from same NFL team,Most number of WR started from same NFL team,Most number of WR rostered from same NFL team,Most number of TE started from same NFL team,Most number of TE rostered from same NFL team,Number of NFL teams among starting players,Number of NFL teams among rostered players,Stacks,Number of rookies started,Number of rookies rostered,% of players drafted,% of 3rd year+ players drafted,Player average age,Team age including picks,Difference between highest and lowest starters,Number of donuts,Number of starting donuts,Number of players under 10,Number of players over 20,Number of players over 30,Number of players over 40,Number of players over 50,% of starters boom,% of starters upper quartile,% of starters middle 50%,% of starters lower quartile,% of starters bust,Number of cuffs rostered,Number of cuffs started,Startup draft players remaining,Number of weeks missed due to injury,Number of weeks missed due to suspensions,Number of Add/Drops,Number of waiver adds,Number of free agency adds,Number of pure drops,Offseason trades,Inseason trades,Total trades,Total transactions,Amount of FAAB spent
115179.7,139.7812,186.24,30.7569,120.18,87,42,145,141041.76,171.1672,0.8162,57.9,-2.5,68,150,140,60,103,256,216,90,5,7,1,4,2,3,2,4,1,2,32,33,615,144,355,26.7,21.1,26.068,24.324150485436892,60.4,1107,108,8597,2799,517,78,12,10.1,15.1,49.7,14.9,10.3,212,59,46.0,3381,50,1598,483,624,491,156,120,276,1874,2917.0
