Player,Team,Year,Week,Week Name,Starter/Bench,Position started in (if starter),Position,Rookie?,Age,NFL team,Points,% of points (if starter),Positional scoring percentile,Difference from best startable bench (if starter),Difference from worst benchable starter (if bench),Reference player name,Difference in averages of best/worst startables over previous 5 games,Cuff adjusted difference,Player of the week?,QB of the week?,RB of the week?,WR of the week?,TE of the week?,Benchwarmer of the week?,Bench QB of the week?,Bench RB of the week?,Bench WR of the week?,Bench TE of the week?,Highest starter on team?,Lowest starter on team?,Captain?,Player of the week streak,QB of the week streak,RB of the week streak,WR of the week streak,TE of the week streak,Benchwarmer of the week streak,Bench QB of the week streak,Bench RB of the week streak,Bench WR of the week streak,Bench TE of the week streak,Highest starter on team streak,Lowest starter on team streak,Captain streak,10+ point streak,20+ point streak,30+ point streak,40+ point streak,50+ point streak,Starter boom streak,Starter upper quartile streak,Starter middle 50% streak,Starter lower quartile streak,Starter bust streak,Rostered boom streak,Rostered upper quartile streak,Rostered middle 50% streak,Rostered lower quartile streak,Rostered bust streak,Injury?,Suspension?,Bye?,Change from previous week,Change from previous 5 weeks avg,Change from career average to that point,Change from overall career average,Number of weeks on team,Number of consecutive weeks on bench before start (if starter),Number of consecutive weeks on bench before start excluding injury/bye (if starter),Total weeks as team starter,Total weeks as team starter this season,Weeks rostered by this team,Weeks rostered by this team this season,% of starts on team,% of starts on team this season,% of team points on team,% of team points on team this season,Total points as team starter,Total points as team starter this season,PPG as team starter,PPG as team starter this season,Total times highest starter on team,Total times highest starter on team this season,Total times lowest starter on team,Total times lowest starter on team this season,Total weeks on bench,Total weeks on bench this season,- Activated Cuff? (Was a player of the same nfl team/position & who averages >10 PPG more over last 5 played games injured? Only for players with avg <10 PPG),Number of transactions,Number of drops,Number of trades
Jalen McMillan,AceMatthew,2024,5,Week 5,Bench,,WR,True,22.81,TB,0.0,,,,-5.9,Diontae Johnson,-9.01,-9.01,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,,,,5,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Jalen McMillan,AceMatthew,2024,6,Week 6,Bench,,WR,True,22.83,TB,0.0,,1.5,,-3.22,Dak Prescott,-11.91,-11.91,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,3,False,False,False,-1.6,,-4.966666666666666,-9.613333333333333,6,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Jalen McMillan,AceMatthew,2024,7,Week 7,Bench,,WR,True,22.85,TB,5.6,,15.3,,3.3,Tyreek Hill,-8.41,-8.41,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,1,0,False,False,False,5.6,,1.875,-4.013333333333334,7,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Jalen McMillan,AceMatthew,2024,8,Week 8,Bench,,WR,True,22.87,TB,9.2,,31.2,,7.4,Jordan Mason,-8.24,-8.24,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,1,0,0,False,False,False,3.5999999999999996,5.1,5.1,-0.413333333333334,8,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Jalen McMillan,AceMatthew,2024,9,Week 9,Bench,,WR,True,22.89,TB,0.0,,,,-12.0,Tyreek Hill,-4.82,-4.82,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,,,,9,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Jalen McMillan,AceMatthew,2024,10,Week 10,Bench,,WR,True,22.91,TB,0.0,,,,-4.4,Dalton Kincaid,-4.9,-4.9,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,,,,10,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Jalen McMillan,AceMatthew,2024,11,Week 11,Bench,,WR,True,22.93,TB,0.0,,,,-6.3,Travis Etienne,-1.94,-1.94,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,,,,,11,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Jalen McMillan,AceMatthew,2024,12,Week 12,Bench,,WR,True,22.95,TB,2.1,,4.6,,-2.6,Justin Jefferson,-13.38,-13.38,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,1,False,False,False,-7.1,-1.7999999999999998,-2.85,-7.513333333333334,12,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Jalen McMillan,AceMatthew,2024,13,Week 13,Bench,,WR,True,22.97,TB,4.5,,11.2,,-1.4,CeeDee Lamb,-16.22,-16.22,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,1,0,False,False,False,2.4,0.7999999999999998,-0.042857142857142705,-5.113333333333333,13,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Jalen McMillan,AceMatthew,2024,14,Week 14,Bench,,WR,True,22.98,TB,21.9,,82.2,,13.7,Brock Bowers,-14.84,-14.84,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,In Progress,1,0,0,0,,,,,,0,1,0,0,0,False,False,False,17.4,17.619999999999997,17.362499999999997,12.286666666666665,14,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Jalen McMillan,AceMatthew,2024,15,Week 15,Bench,,WR,True,23.0,TB,18.5,,71.4,,19.86,Jameis Winston,-10.62,-10.62,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,In Progress,0,0,0,0,,,,,,0,0,In Progress,0,0,False,False,False,-3.3999999999999986,9.84,12.033333333333335,8.886666666666667,15,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Jalen McMillan,AceMatthew,2024,16,Toilet Semis,Bench,,WR,True,23.02,TB,16.7,,65.3,,8.6,Joe Mixon,-7.62,-7.62,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,In Progress,0,0,0,0,,,,,,0,0,2,0,0,False,False,False,-1.8000000000000007,5.460000000000001,9.030000000000001,7.086666666666666,16,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Jalen McMillan,AceMatthew,2024,17,Toilet Final,Bench,,WR,True,23.04,TB,23.0,,84.7,,22.52,Aaron Rodgers,-5.16,-5.16,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,,,,,,0,1,0,0,0,False,False,False,6.300000000000001,10.26,14.50909090909091,13.386666666666667,17,,,In Progress,0,In Progress,17,In Progress,0.0,In Progress,0.0,In Progress,0.0,,,In Progress,0,In Progress,0,In Progress,17,0,0,0,0
Jalen McMillan,AceMatthew,2025,1,Week 1,Bench,,WR,False,23.73,TB,0.0,,,,-7.82,Dak Prescott,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,,,,18,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Jalen McMillan,AceMatthew,2025,2,Week 2,Bench,,WR,False,23.75,TB,0.0,,,,-7.04,Joe Burrow,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,,,,19,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Jalen McMillan,AceMatthew,2025,3,Week 3,Bench,,WR,False,23.77,TB,0.0,,,,0.0,CeeDee Lamb,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,,,,20,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Jalen McMillan,AceMatthew,2025,4,Week 4,Bench,,WR,False,23.79,TB,0.0,,,,-8.7,Keenan Allen,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,,,,21,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Jalen McMillan,AceMatthew,2025,5,Week 5,Bench,,WR,False,23.81,TB,0.0,,,,-8.8,Travis Etienne,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,,,,22,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Jalen McMillan,AceMatthew,2025,6,Week 6,Bench,,WR,False,23.83,TB,0.0,,,,-5.4,Deebo Samuel,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,,,,23,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Jalen McMillan,AceMatthew,2025,7,Week 7,Bench,,WR,False,23.85,TB,0.0,,,,-11.7,Jordan Mason,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,,,,24,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Jalen McMillan,AceMatthew,2025,8,Week 8,Bench,,WR,False,23.87,TB,0.0,,,,-3.3,Dalton Kincaid,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,,,,25,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Jalen McMillan,AceMatthew,2025,9,Week 9,Bench,,WR,False,23.89,TB,0.0,,,,-9.4,Deebo Samuel,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,,,,,26,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Jalen McMillan,AceMatthew,2025,10,Week 10,Bench,,WR,False,23.91,TB,0.0,,,,-3.7,Brock Bowers,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,,,,27,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Jalen McMillan,AceMatthew,2025,11,Week 11,Bench,,WR,False,23.93,TB,0.0,,,,-1.8,DeVonta Smith,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,,,,28,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Jalen McMillan,AceMatthew,2025,12,Week 12,Bench,,WR,False,23.95,TB,0.0,,,,-8.8,Justin Jefferson,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,,,,29,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Jalen McMillan,AceMatthew,2025,13,Week 13,Bench,,WR,False,23.96,TB,0.0,,,,-2.4,Justin Jefferson,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,,,,30,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Jalen McMillan,AceMatthew,2025,14,Week 14,Bench,,WR,False,23.98,TB,0.0,,,,-6.9,Davante Adams,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,,,,31,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Jalen McMillan,AceMatthew,2025,15,Week 15,Bench,,WR,False,24.0,TB,5.8,,16.5,,0.3,Joe Burrow,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,1,0,False,False,False,-17.2,-11.119999999999997,-3.8999999999999995,-3.8133333333333335,32,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Jalen McMillan,AceMatthew,2025,16,Semifinal,Bench,,WR,False,24.02,TB,3.6,,8.0,,-1.2,Josh Jacobs,-9.04,-9.04,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,1,False,False,False,-2.1999999999999997,-13.58,-5.799999999999999,-6.013333333333334,33,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Jalen McMillan,AceMatthew,2025,17,Final,Bench,,WR,False,24.04,TB,18.4,,71.1,,17.1,Josh Jacobs,-7.16,-7.16,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,0,0,1,0,0,False,False,False,14.799999999999999,4.879999999999999,9.414285714285715,8.786666666666665,34,,,0,0,34,17,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,34,17,0,0,0,0
Jalen Milroe,AceMatthew,2025,1,Week 1,Bench,,QB,True,22.72,SEA,0.1,,0.5,,-7.72,Dak Prescott,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,In Progress,False,False,False,,,,0.6333333333333333,1,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Jalen Milroe,AceMatthew,2025,2,Week 2,Bench,,QB,True,22.74,SEA,0.0,,,,-7.04,Joe Burrow,-8.72,-8.72,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,,,,2,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Jalen Milroe,AceMatthew,2025,3,Week 3,Bench,,QB,True,22.76,SEA,0.3,,0.7,,0.3,CeeDee Lamb,-19.0,-19.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,In Progress,False,False,False,0.19999999999999998,,0.19999999999999998,0.8333333333333333,3,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Jalen Milroe,AceMatthew,2025,4,Week 4,Bench,,QB,True,22.78,SEA,0.0,,,,-8.7,Keenan Allen,-18.6,-18.6,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,,,,4,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Jalen Milroe,AceMatthew,2025,5,Week 5,Bench,,QB,True,22.8,SEA,-2.0,,0.0,,-10.8,Travis Etienne,-16.45,-16.45,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,3,False,False,False,-2.3,,-2.2,-1.4666666666666668,5,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Jalen Milroe,AceMatthew,2025,6,Week 6,Bench,,QB,True,22.81,SEA,0.0,,,,-5.4,Deebo Samuel,-18.05,-18.05,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,,,,6,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Jalen Milroe,AceMatthew,2025,7,Week 7,Bench,,QB,True,22.83,SEA,0.0,,,,-11.7,Jordan Mason,-12.47,-12.47,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,,,,7,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Jalen Milroe,AceMatthew,2025,8,Week 8,Bench,,QB,True,22.85,SEA,0.0,,,,-3.3,Dalton Kincaid,-13.67,-13.67,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,,,,,8,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Jalen Milroe,AceMatthew,2025,9,Week 9,Bench,,QB,True,22.87,SEA,0.0,,,,-9.4,Deebo Samuel,-11.97,-11.97,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,,,,9,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Jalen Milroe,AceMatthew,2025,10,Week 10,Bench,,QB,True,22.89,SEA,0.0,,,,-3.7,Brock Bowers,-17.89,-17.89,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,,,,10,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Jalen Milroe,AceMatthew,2025,11,Week 11,Bench,,QB,True,22.91,SEA,0.0,,,,-1.8,DeVonta Smith,-19.11,-19.11,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,,,,11,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Jalen Milroe,AceMatthew,2025,12,Week 12,Bench,,QB,True,22.93,SEA,0.0,,,,-8.8,Justin Jefferson,-13.09,-13.09,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,,,,12,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Jalen Milroe,AceMatthew,2025,13,Week 13,Bench,,QB,True,22.95,SEA,0.0,,,,-2.4,Justin Jefferson,-12.27,-12.27,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,,,,13,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Jalen Milroe,AceMatthew,2025,14,Week 14,Bench,,QB,True,22.97,SEA,0.0,,,,-6.9,Davante Adams,-19.49,-19.49,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,,,,14,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Jalen Milroe,AceMatthew,2025,15,Week 15,Bench,,QB,True,22.99,SEA,0.0,,,,-5.5,Joe Burrow,-15.15,-15.15,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,,,,15,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Jalen Milroe,AceMatthew,2025,16,Semifinal,Bench,,QB,True,23.01,SEA,0.0,,,,-4.8,Josh Jacobs,-15.37,-15.37,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,,,,16,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Jalen Milroe,AceMatthew,2025,17,Final,Bench,,QB,True,23.03,SEA,0.0,,,,-1.3,Josh Jacobs,-12.39,-12.39,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,,,,17,,,0,0,17,17,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,17,17,0,0,0,0
Jalen Nailor,LWebs53,2024,3,Week 3,Bench,,WR,False,25.54,MIN,12.4,,46.7,,12.4,Rashid Shaheed,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,0,0,1,0,0,False,False,False,,,,4.920000000000001,1,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,1,0,0
Jalen Nailor,LWebs53,2024,4,Week 4,Bench,,WR,False,25.56,MIN,2.1,,4.6,,-3.2,Cam Akers,2.5,2.5,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,1,False,False,False,-10.3,,-10.3,-5.379999999999999,2,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Jalen Nailor,LWebs53,2024,5,Week 5,Bench,,WR,False,25.58,MIN,0.0,,,,-3.0,Chris Olave,-6.05,-6.05,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,,,,3,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Jalen Nailor,LWebs53,2024,6,Week 6,Bench,,WR,False,25.6,MIN,0.0,,,,0.5,Chris Olave,-3.99,-3.99,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,,,,,4,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Jalen Nailor,LWebs53,2024,7,Week 7,Bench,,WR,False,25.62,MIN,11.6,,43.0,,10.8,DeVonta Smith,-9.32,-9.32,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,0,0,1,0,0,False,False,False,9.5,,4.35,4.12,5,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Jalen Nailor,LWebs53,2024,8,Week 8,Bench,,WR,False,25.64,MIN,3.6,,8.0,,-3.7,Jake Ferguson,-0.9,-0.9,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,1,False,False,False,-8.0,,-5.100000000000001,-3.8799999999999994,6,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
