Player,Team,Year,Week,Week Name,Starter/Bench,Position started in (if starter),Position,Rookie?,Age,NFL team,Points,% of points (if starter),Positional scoring percentile,Difference from best startable bench (if starter),Difference from worst benchable starter (if bench),Reference player name,Difference in averages of best/worst startables over previous 5 games,Cuff adjusted difference,Player of the week?,QB of the week?,RB of the week?,WR of the week?,TE of the week?,Benchwarmer of the week?,Bench QB of the week?,Bench RB of the week?,Bench WR of the week?,Bench TE of the week?,Highest starter on team?,Lowest starter on team?,Captain?,Player of the week streak,QB of the week streak,RB of the week streak,WR of the week streak,TE of the week streak,Benchwarmer of the week streak,Bench QB of the week streak,Bench RB of the week streak,Bench WR of the week streak,Bench TE of the week streak,Highest starter on team streak,Lowest starter on team streak,Captain streak,10+ point streak,20+ point streak,30+ point streak,40+ point streak,50+ point streak,Starter boom streak,Starter upper quartile streak,Starter middle 50% streak,Starter lower quartile streak,Starter bust streak,Rostered boom streak,Rostered upper quartile streak,Rostered middle 50% streak,Rostered lower quartile streak,Rostered bust streak,Injury?,Suspension?,Bye?,Change from previous week,Change from previous 5 weeks avg,Change from career average to that point,Change from overall career average,Number of weeks on team,Number of consecutive weeks on bench before start (if starter),Number of consecutive weeks on bench before start excluding injury/bye (if starter),Total weeks as team starter,Total weeks as team starter this season,Weeks rostered by this team,Weeks rostered by this team this season,% of starts on team,% of starts on team this season,% of team points on team,% of team points on team this season,Total points as team starter,Total points as team starter this season,PPG as team starter,PPG as team starter this season,Total times highest starter on team,Total times highest starter on team this season,Total times lowest starter on team,Total times lowest starter on team this season,Total weeks on bench,Total weeks on bench this season,- Activated Cuff? (Was a player of the same nfl team/position & who averages >10 PPG more over last 5 played games injured? Only for players with avg <10 PPG),Number of transactions,Number of drops,Number of trades
Darnell Mooney,LWebs53,2024,10,Week 10,Starter,WR2,WR,False,27.01,ATL,14.6,0.1998,56.4,-3.5,,Russell Wilson,2.08,2.08,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,False,False,False,-5.200000000000001,-2.6599999999999984,4.117647058823529,5.248611111111112,11,0.0,0.0,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Darnell Mooney,LWebs53,2024,11,Week 11,Starter,WR2,WR,False,27.03,ATL,4.7,0.0402,12.0,-36.82,,Taysom Hill,-4.58,-4.58,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,In Progress,0,0,0,0,In Progress,0,False,False,False,-9.899999999999999,-9.18,-5.861538461538463,-4.651388888888888,12,0.0,0.0,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Darnell Mooney,LWebs53,2024,12,Week 12,Bench,,WR,False,27.05,ATL,0.0,,,,-1.6,Kayshon Boutte,6.16,6.16,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,,,,,13,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Darnell Mooney,LWebs53,2024,13,Week 13,Starter,FLX1,WR,False,27.07,ATL,5.0,0.03,12.9,-21.86,,Russell Wilson,1.92,1.92,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,False,False,False,0.2999999999999998,-8.459999999999999,-5.4509433962264175,-4.351388888888888,14,1.0,0.0,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Darnell Mooney,LWebs53,2024,14,Week 14,Starter,FLX1,WR,False,27.09,ATL,20.2,0.1423,77.4,1.0,,Adam Thielen,-1.04,-1.04,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,False,False,False,15.2,7.659999999999997,9.849999999999998,10.848611111111111,15,0.0,0.0,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Darnell Mooney,LWebs53,2024,15,Week 15,Starter,FLX1,WR,False,27.11,ATL,0.0,0.0,1.5,-17.8,,Justice Hill,-5.06,-5.06,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False,False,False,-20.2,-12.86,-10.529090909090911,-9.351388888888888,16,0.0,0.0,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Darnell Mooney,LWebs53,2024,16,Toilet Semis,Starter,FLX1,WR,False,27.13,ATL,13.2,0.0865,50.2,-7.3,,Kayshon Boutte,-3.43,-3.43,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,False,False,False,13.2,4.299999999999999,2.858928571428569,3.8486111111111114,17,0.0,0.0,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Darnell Mooney,LWebs53,2024,17,Toilet Trash,Starter,SFLX,WR,False,27.15,ATL,5.7,0.0414,16.0,-23.5,,Marvin Mims,2.56,2.56,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,False,False,False,-7.499999999999999,-2.919999999999999,-4.691228070175442,-3.6513888888888877,18,0.0,0.0,In Progress,13,In Progress,17,In Progress,0.7647,In Progress,0.0687,In Progress,158.3,In Progress,12.18,In Progress,2,In Progress,1,In Progress,4,0,0,0,0
Darnell Mooney,LWebs53,2025,1,Week 1,Bench,,WR,False,27.84,ATL,0.0,,,,-4.8,Isiah Pacheco,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,,,,19,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Darnell Mooney,LWebs53,2025,2,Week 2,Bench,,WR,False,27.86,ATL,4.0,,9.4,,0.5,Omarion Hampton,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,1,False,False,False,-1.7000000000000002,-4.82,-6.31034482758621,-5.351388888888888,20,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Darnell Mooney,LWebs53,2025,3,Week 3,Starter,WR3,WR,False,27.88,ATL,8.4,0.0649,27.7,-12.8,,Jake Ferguson,8.05,8.05,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,False,False,False,4.4,-0.22000000000000064,-1.8033898305084772,-0.9513888888888875,21,2.0,1.0,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Darnell Mooney,LWebs53,2025,4,Week 4,Bench,,WR,False,27.9,ATL,2.5,,5.5,,-6.5,Chris Olave,-6.97,-6.97,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,1,False,False,False,-5.9,-3.76,-7.673333333333337,-6.851388888888888,22,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Darnell Mooney,LWebs53,2025,5,Week 5,Bench,,WR,False,27.92,ATL,0.0,,,,-12.0,Brian Thomas,-4.03,-4.03,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,,,,,23,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Darnell Mooney,LWebs53,2025,6,Week 6,Bench,,WR,False,27.94,ATL,0.0,,,,-3.6,Quinshon Judkins,-10.51,-10.51,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,,,,24,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Darnell Mooney,LWebs53,2025,7,Week 7,Bench,,WR,False,27.96,ATL,9.8,,34.2,,3.7,Brian Thomas,-7.43,-7.43,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,1,0,0,False,False,False,7.300000000000001,3.040000000000001,-0.24754098360656052,0.44861111111111285,25,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Darnell Mooney,LWebs53,2025,8,Week 8,Starter,WR1,WR,False,27.98,ATL,2.1,0.0168,4.6,-11.6,,David Njoku,2.74,1.37,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,In Progress,0,0,0,0,In Progress,False,False,False,-7.700000000000001,-3.98,-7.943548387096778,-7.251388888888888,26,4.0,2.0,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,1,0,0,0
Darnell Mooney,LWebs53,2025,9,Week 9,Bench,,WR,False,27.99,ATL,2.5,,5.5,,2.5,0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,In Progress,False,False,False,0.3999999999999999,-2.860000000000001,-7.4174603174603195,-6.851388888888888,27,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Darnell Mooney,LWebs53,2025,10,Week 10,Starter,FLX2,WR,False,28.01,ATL,2.7,0.0233,5.9,-12.5,,Jayden Higgins,1.22,1.22,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,False,False,False,0.20000000000000018,-2.3600000000000003,-7.101562500000003,-6.651388888888888,28,1.0,1.0,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Darnell Mooney,LWebs53,2025,11,Week 11,Starter,WR2,WR,False,28.03,ATL,5.4,0.0615,14.6,-10.7,,AJ Barner,3.58,3.58,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,False,False,False,2.7,1.4800000000000009,-4.292307692307695,-3.9513888888888875,29,0.0,0.0,17,4,29,11,0.5862,0.3636,0.0121,0.0087,176.9,18.6,10.41,4.65,2,0,1,0,12,7,0,0,0,1
Darnell Mooney,shmuel256,2025,12,Week 12,Bench,,WR,False,28.05,ATL,16.4,,64.5,,14.5,D'Andre Swift,-12.54,-12.54,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,0,0,1,0,0,False,False,False,10.999999999999998,11.899999999999999,6.772727272727268,7.048611111111111,51,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Darnell Mooney,shmuel256,2025,13,Week 13,Bench,,WR,False,28.07,ATL,4.5,,11.2,,4.6,Chimere Dike,-7.1,-7.1,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,1,0,False,False,False,-11.899999999999999,-1.3199999999999994,-5.2283582089552265,-4.851388888888888,52,,,10,0,52,2,0.1923,0.0,0.007,0.0,104.1,0.0,10.41,,0,0,3,0,42,2,0,0,0,0
Darnell Mooney,BROsenzweig,2025,14,Week 14,Bench,,WR,False,28.09,ATL,1.6,,3.2,,-0.2,Travis Kelce,-10.2,-10.2,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,1,False,False,False,-2.9,-4.699999999999999,-8.051470588235297,-7.751388888888888,1,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,2,1,0
Darnell Mooney,BROsenzweig,2025,15,Week 15,Bench,,WR,False,28.11,ATL,5.5,,14.8,,-0.1,Michael Pittman,-5.34,-5.34,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,In Progress,0,False,False,False,3.9,-0.6200000000000001,-4.0347826086956555,-3.851388888888888,2,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Darnell Mooney,BROsenzweig,2025,16,Semifinal,Bench,,WR,False,28.13,ATL,4.4,,10.9,,2.8,Travis Kelce,-6.08,-6.08,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,In Progress,0,False,False,False,-1.0999999999999996,-2.2799999999999994,-5.07714285714286,-4.9513888888888875,3,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Darnell Mooney,BROsenzweig,2025,17,3rd Place,Bench,,WR,False,28.15,ATL,5.5,,14.8,,1.9,Michael Pittman,-2.66,-2.66,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,3,0,False,False,False,1.0999999999999996,-0.9799999999999995,-3.9056338028169044,-3.851388888888888,4,,,0,0,4,4,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,4,4,0,0,0,0
Darrel Williams,LWebs53,2021,6,Week 6,Bench,,RB,False,26.48,KC,23.9,,85.4,,19.2,Mike Evans,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,0,1,0,0,0,False,False,False,,,,9.700000000000001,1,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Darrel Williams,LWebs53,2021,7,Week 7,Bench,,RB,False,26.5,KC,8.0,,21.1,,-0.9,Aaron Jones,2.92,2.92,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,1,0,False,False,False,-15.899999999999999,,-15.899999999999999,-6.1999999999999975,2,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Darrel Williams,LWebs53,2021,9,Week 9,Bench,,RB,False,26.54,KC,10.7,,36.4,,5.4,Aaron Jones,0.01,0.01,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,0,0,1,0,0,False,False,False,2.6999999999999993,,-5.25,-3.4999999999999982,3,,,0,0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,3,3,0,2,1,0
Darrell Henderson,LWebs53,2020,1,Week 1,Bench,,RB,False,23.04,LAR,0.6,,0.6,,-3.1,James Conner,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,1,False,False,False,,,,-9.417073170731708,1,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Darrell Henderson,LWebs53,2020,2,Week 2,Bench,,RB,False,23.06,LAR,20.1,,75.3,,17.3,Saquon Barkley,-12.0,-12.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,In Progress,1,0,0,0,,,,,,0,1,0,0,0,False,False,False,19.5,,19.5,10.082926829268294,2,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Darrell Henderson,LWebs53,2020,3,Week 3,Bench,,RB,False,23.07,LAR,19.0,,71.9,,18.1,Diontae Johnson,-6.1,-6.1,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,,,,,0,0,1,0,0,False,False,False,-1.1000000000000014,,8.649999999999999,8.982926829268292,3,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Darrell Henderson,LWebs53,2020,4,Week 4,Starter,TE,RB,False,23.09,LAR,4.7,0.0312,8.5,-12.7,,Jamison Crowder,11.27,11.27,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False,False,False,-14.3,,-8.533333333333335,-5.317073170731708,4,3.0,3.0,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Darrell Henderson,LWebs53,2020,5,Week 5,Bench,,RB,False,23.11,LAR,21.8,,80.3,,10.9,Keenan Allen,-5.57,-5.57,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,0,1,0,0,0,False,False,False,17.1,,10.7,11.782926829268293,5,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Darrell Henderson,LWebs53,2020,6,Week 6,Bench,,RB,False,23.13,LAR,9.2,,27.3,,7.2,Mike Evans,-3.78,-3.78,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,In Progress,0,0,False,False,False,-12.600000000000001,-4.040000000000001,-4.040000000000001,-0.8170731707317085,6,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Darrell Henderson,LWebs53,2020,7,Week 7,Bench,,RB,False,23.15,LAR,9.6,,30.2,,3.9,Mike Evans,-1.02,-1.02,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,2,0,0,False,False,False,0.40000000000000036,-5.360000000000003,-2.9666666666666686,-0.41707317073170813,7,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Darrell Henderson,LWebs53,2020,8,Week 8,Bench,,RB,False,23.17,LAR,6.8,,16.4,,7.04,Jimmy Garoppolo,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,1,0,False,False,False,-2.8,-6.06,-5.3428571428571425,-3.217073170731708,8,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Darrell Henderson,LWebs53,2020,9,Week 9,Bench,,RB,False,23.19,LAR,0.0,,,,-1.6,David Johnson,-2.86,-2.86,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,,,,,9,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Darrell Henderson,LWebs53,2020,10,Week 10,Starter,TE,RB,False,23.21,LAR,10.3,0.0746,34.1,-13.3,,Diontae Johnson,-1.14,-1.14,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,In Progress,0,0,0,0,1,0,0,False,False,False,3.500000000000001,-0.11999999999999922,-1.174999999999999,0.28292682926829293,10,5.0,4.0,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Darrell Henderson,LWebs53,2020,11,Week 11,Bench,,RB,False,23.23,LAR,2.9,,4.3,,-3.6,Duke Johnson,8.14,8.14,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,In Progress,False,False,False,-7.4,-8.64,-8.444444444444443,-7.117073170731707,11,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Darrell Henderson,LWebs53,2020,12,Week 12,Bench,,RB,False,23.25,LAR,1.9,,2.3,,-6.8,Jordan Wilkins,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,2,False,False,False,-1.0,-5.859999999999999,-8.6,-8.117073170731707,12,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Darrell Henderson,LWebs53,2020,13,Week 13,Bench,,RB,False,23.27,LAR,15.4,,56.4,,12.4,Benny Snell,0.6,0.6,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,0,0,1,0,0,False,False,False,13.5,9.100000000000001,5.681818181818182,5.382926829268293,13,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Darrell Henderson,LWebs53,2020,14,Week 14,Bench,,RB,False,23.29,LAR,0.5,,0.6,,-6.7,DeAndre Washington,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,In Progress,False,False,False,-14.9,-6.959999999999999,-9.691666666666668,-9.517073170731708,14,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Darrell Henderson,LWebs53,2020,15,Semifinal,Bench,,RB,False,23.3,LAR,1.3,,1.5,,-4.7,Kenyan Drake,-9.0,-9.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,2,False,False,False,0.8,-4.9,-8.146153846153846,-8.717073170731707,15,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Darrell Henderson,LWebs53,2020,16,3rd Place,Bench,,RB,False,23.32,LAR,6.2,,14.4,,-5.2,Mike Williams,0.32,0.32,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,1,0,False,False,False,4.9,1.7999999999999998,-2.6642857142857155,-3.8170731707317076,16,,,2,2,16,16,0.125,0.125,0.001,0.0062,15.0,15.0,7.5,7.5,0,0,1,1,14,14,0,0,0,0
Darrell Henderson,Oliverwkw,2021,1,Week 1,Bench,,RB,False,24.04,LAR,15.7,,57.6,,5.6,Calvin Ridley,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,In Progress,0,0,0,0,,,,,,0,0,In Progress,0,0,False,False,False,9.5,10.639999999999999,7.013333333333332,5.6829268292682915,1,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Darrell Henderson,Oliverwkw,2021,2,Week 2,Bench,,RB,False,24.05,LAR,17.2,,63.6,,12.5,George Kittle,3.9,3.9,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,In Progress,0,0,0,0,,,,,,0,0,In Progress,0,0,False,False,False,1.5,9.38,8.075,7.1829268292682915,2,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
