Player,Top team,Last team,Number of teams,Taxi-eligible,Points,Points (full career),Avg points,Avg points (full career),Adjusted Avg points,Times as Player of the week?,Times as QB of the week?,Times as RB of the week?,Times as WR of the week?,Times as TE of the week?,Times as Benchwarmer of the week?,Times as Bench QB of the week?,Times as Bench RB of the week?,Times as Bench WR of the week?,Times as Bench TE of the week?,Times as Highest starter on team?,Times as Lowest starter on team?,Times as Captain?,Number of Add/Drops,Number of drops,Number of trades,Starter scoring volatility,Starter scoring floor,Starter scoring ceiling,Starter boom %,Starter bust %,Starter upper quartile %,Starter middle 50% %,Starter lower quartile %,Starter PAR,Starter PAR per game,Rostered scoring volatility,Rostered scoring floor,Rostered scoring ceiling,Rostered boom %,Rostered bust %,Rostered upper quartile %,Rostered middle 50% %,Rostered lower quartile %,Rostered consistency percentile,Rostered floor percentile,Rostered ceiling percentile,Consistency percentile,Floor percentile,Ceiling percentile,Weeks missed due to injury,Weeks missed due to suspension,Weeks as starter,Weeks on bench,Weeks rostered,% of starts,Win % as starter,Win % while rostered,Championships rostered by,Championships started by,Championships started in,Total points as starter,% of league points,PPG starter,Adjusted PPG starter,PPG bench,Adjusted PPG bench,PPG starter vs bench diff
Skyler Bell,stevenb123,stevenb123,1,True,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,2,2,0.0,,,0,0,0,0.0,0.0,,,0.0,,
Skyy Moore,plehv79,stevenb123,4,False,97.1,125.2,3.2366666666666664,2.2357,3.4679,0,0,0,0,0,0,0,0,0,0,0,1,0,5,3,1,,1.5,1.5,0.0,100.0,0.0,0.0,0.0,-5.21,-5.21,3.86,-2.0,16.0,0.0,67.9,0.0,10.7,21.4,77.5,1.0,36.4,,45.0,2.7,0,0,1,29,30,0.0333,,0.5333,1,0,0,1.5,0.0,1.5,1.5,3.2966,3.5407,-2.0407
Sony Michel,Oliverwkw,Oliverwkw,3,False,82.9,626.9,13.816666666666668,8.7069,13.8167,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,7.37,7.9,21.9,0.0,0.0,33.3,33.3,33.3,28.99,9.66,8.44,0.2,21.9,0.0,16.7,33.3,33.3,16.7,16.8,48.1,50.9,44.5,83.6,47.9,0,0,3,3,6,0.5,,0.6667,1,0,0,48.7,0.0004,16.2333,16.2333,11.4,11.4,4.8333
Spencer Rattler,stevenb123,AceMatthew,2,False,147.72,162.42,5.9088,10.1513,10.5514,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,,,,,,,,,,,4.62,2.64,20.68,0.0,28.6,0.0,21.4,50.0,87.1,79.5,33.7,,,,10,0,0,25,25,0.0,,0.72,1,0,0,0.0,0.0,,,5.9088,10.5514,-10.5514
Stefon Diggs,shmuel256,shmuel256,2,False,1491.42,2222.02,14.47980582524272,15.9858,16.7575,1,0,0,2,0,0,0,0,2,0,8,1,1,0,0,1,7.76,4.0,44.8,9.5,1.4,25.7,51.4,12.2,810.88,10.96,8.14,4.0,44.8,10.1,1.1,25.8,47.2,15.7,19.5,92.2,96.8,41.8,75.3,96.0,8,0,74,29,103,0.7184,0.5811,0.6019,2,2,1,1242.5,0.0108,16.7905,16.7905,8.5834,16.5947,0.1958
Sterling Shepard,plehv79,AceMatthew,3,False,211.4,779.5,6.2176470588235295,9.2798,11.1263,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,0,2.62,11.7,15.4,0.0,0.0,0.0,100.0,0.0,15.85,7.92,6.55,3.5,24.3,0.0,10.5,10.5,47.4,31.6,45.2,90.0,58.8,94.1,96.7,30.0,13,0,2,32,34,0.0588,,0.5,0,0,0,27.1,0.0002,13.55,13.55,5.7594,10.8412,2.7088
T.J. Hockenson,shmuel256,shmuel256,4,False,962.8,1094.8,9.34757281553398,10.8396,11.4619,1,0,0,0,5,1,0,0,0,3,1,9,0,0,0,3,7.83,0.0,39.9,8.7,8.7,13.0,58.7,10.9,309.52,6.59,7.06,0.0,39.9,6.0,8.3,11.9,59.5,14.3,20.1,38.6,92.0,23.4,21.7,91.7,14,0,47,56,103,0.4563,0.5319,0.6019,1,1,0,555.3,0.0048,11.8149,12.0717,7.2768,10.7237,1.348
T.Y. Hilton,AceMatthew,LWebs53,4,False,79.9,663.0,6.658333333333334,11.6316,7.99,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,1.79,5.8,9.3,0.0,0.0,0.0,66.7,33.3,4.78,1.59,3.59,2.1,12.9,0.0,20.0,0.0,60.0,20.0,78.1,81.0,30.4,98.4,85.7,16.3,2,0,3,9,12,0.25,,0.4167,2,0,0,23.3,0.0002,7.7667,7.7667,6.2889,8.0857,-0.319
Tahj Brooks,plehv79,plehv79,1,False,6.4,6.4,0.3368421052631579,0.4923,0.3765,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,0.79,0.0,2.9,0.0,100.0,0.0,0.0,0.0,95.3,29.5,9.4,,,,1,0,0,19,19,0.0,,0.3158,0,0,0,0.0,0.0,,,0.3368,0.3765,-0.3765
Tank Bigsby,LWebs53,AceMatthew,4,False,162.4,216.6,3.5304347826086957,4.6085,3.8667,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,2,11.26,1.4,23.8,0.0,33.3,33.3,33.3,0.0,13.64,4.55,6.01,-1.1,24.9,0.0,76.2,4.8,14.3,4.8,57.1,4.2,59.9,4.5,25.4,52.9,1,0,3,43,46,0.0652,,0.5,0,0,0,35.8,0.0003,11.9333,11.9333,2.9442,3.2462,8.6871
Tank Dell,plehv79,plehv79,3,False,304.0,304.0,5.735849056603773,12.6667,12.16,0,0,0,0,0,1,0,0,1,0,1,4,1,3,1,1,7.58,0.0,28.9,7.1,21.4,0.0,57.1,14.3,74.18,5.3,8.7,0.0,29.6,8.0,20.0,12.0,44.0,16.0,11.3,38.0,73.4,45.3,19.3,60.7,25,0,14,39,53,0.2642,0.5,0.3585,0,0,0,147.1,0.0013,10.5071,10.5071,4.0231,14.2636,-3.7565
Tanner Hudson,LWebs53,LWebs53,1,False,1.5,202.8,1.5,4.3149,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,,,,,,,,,,,1.5,1.5,0.0,100.0,0.0,0.0,0.0,,78.4,6.8,,,,0,0,0,1,1,0.0,,,1,0,0,0.0,0.0,,,1.5,1.5,-1.5
Tanner Koziol,plehv79,plehv79,1,True,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,2,2,0.0,,,0,0,0,0.0,0.0,,,0.0,,
Tanner McKee,plehv79,plehv79,1,False,,42.58,,7.0967,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,,,,,
Tarik Cohen,BROsenzweig,BROsenzweig,1,False,17.5,407.04,0.5303030303030303,11.3067,5.8333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,1.86,3.7,7.1,0.0,33.3,0.0,0.0,66.7,90.0,89.6,18.6,,,,28,0,0,33,33,0.0,,0.4545,0,0,0,0.0,0.0,,,0.5303,5.8333,-5.8333
Taylen Green,stevenb123,stevenb123,1,True,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,2,2,0.0,,,0,0,0,0.0,0.0,,,0.0,,
Taylor Heinicke,Oliverwkw,LWebs53,4,False,158.88,448.36,11.348571428571429,10.9356,12.2215,0,0,0,0,0,0,1,0,0,0,0,0,0,14,7,0,2.99,9.6,14.84,0.0,0.0,0.0,66.7,33.3,5.9,1.97,7.83,0.0,27.9,0.0,15.4,7.7,30.8,46.2,44.1,47.4,53.7,89.8,80.9,17.6,0,0,3,11,14,0.2143,,0.5,1,0,0,39.16,0.0003,13.0533,13.0533,10.8836,11.972,1.0813
Taysom Hill,LWebs53,LWebs53,5,False,464.08,857.04,6.725797101449275,7.3883,9.0996,0,0,0,0,0,1,0,0,0,4,0,3,0,18,8,1,8.81,0.0,24.3,20.0,30.0,0.0,40.0,10.0,49.96,5.0,8.71,-1.1,41.52,5.9,37.3,13.7,35.3,7.8,6.5,1.1,95.5,10.6,21.7,68.3,14,0,10,59,69,0.1449,0.5,0.4638,3,1,0,96.64,0.0008,9.664,9.664,6.2278,8.962,0.702
Ted Hurst,LWebs53,LWebs53,1,True,11.3,11.3,5.65,5.65,5.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,1.34,4.7,6.6,0.0,0.0,0.0,0.0,100.0,92.2,94.8,17.6,,,,0,0,0,2,2,0.0,,,0,0,0,0.0,0.0,,,5.65,5.65,-5.65
Teddy Bridgewater,AceMatthew,LWebs53,3,False,327.6,574.4,12.600000000000001,11.0462,14.2435,0,0,0,0,0,0,1,0,0,0,1,1,0,6,3,0,6.8,0.0,20.82,0.0,11.1,0.0,66.7,22.2,51.13,5.68,6.41,0.0,28.3,0.0,17.4,4.3,56.5,21.7,74.7,47.4,54.7,66.1,11.0,30.9,1,0,9,17,26,0.3462,0.3333,0.5385,1,1,0,131.22,0.0011,14.58,14.58,11.5518,14.0271,0.5529
Tee Higgins,stevenb123,BROsenzweig,4,False,1201.9,1328.3,11.668932038834953,14.438,14.3083,2,0,0,2,0,1,0,0,2,0,6,6,0,0,0,3,9.77,0.0,43.4,13.0,13.0,14.8,46.3,13.0,476.76,8.83,9.04,0.0,43.4,10.7,13.1,14.3,48.8,13.1,9.3,38.0,95.6,13.3,19.3,94.0,13,0,54,49,103,0.5243,0.4444,0.4854,1,1,1,799.4,0.0069,14.8037,14.8037,8.2143,13.4167,1.387
Terrace Marshall,BROsenzweig,LWebs53,4,False,139.9,152.8,2.855102040816327,4.0211,3.8861,0,0,0,0,0,1,0,0,0,0,0,1,0,11,6,1,,0.0,0.0,,,,,,-5.05,-5.05,4.22,0.0,14.3,0.0,61.1,0.0,19.4,19.4,75.3,38.0,32.6,,19.3,1.0,10,0,1,48,49,0.0204,,0.4286,1,0,0,0.0,0.0,0.0,,2.9146,3.8861,-3.8861
Terrance Ferguson,plehv79,plehv79,1,False,69.5,72.4,3.6578947368421053,4.8267,4.3438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,5.88,0.0,17.4,0.0,56.2,6.2,25.0,12.5,46.8,38.6,50.0,,,,2,0,0,19,19,0.0,,0.3158,0,0,0,0.0,0.0,,,3.6579,4.3438,-4.3438
Terry McLaurin,Oliverwkw,stevenb123,2,False,1178.7,1527.0,11.44368932038835,13.5133,13.2438,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,1,7.03,0.0,30.3,5.4,8.1,14.9,55.4,16.2,557.85,7.54,7.09,0.0,30.3,4.5,9.0,15.7,55.1,15.7,34.6,38.0,76.4,56.2,19.3,66.7,8,0,74,29,103,0.7184,0.6351,0.6019,1,1,1,995.5,0.0086,13.4527,13.4527,6.3172,12.2133,1.2394
Tetairoa McMillan,plehv79,Oliverwkw,2,False,226.5,250.1,11.921052631578947,12.505,12.5833,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,6.9,1.5,33.0,5.6,5.6,0.0,77.8,11.1,130.45,7.25,6.9,1.5,33.0,5.6,5.6,0.0,77.8,11.1,38.3,72.8,82.8,61.7,45.0,76.0,0,0,18,1,19,0.9474,0.3333,0.3158,0,0,0,226.5,0.002,12.5833,12.5833,0.0,,12.5833
Tevin Coleman,Oliverwkw,Oliverwkw,2,False,20.1,439.9,2.8714285714285714,8.4596,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,,10.7,10.7,0.0,0.0,0.0,100.0,0.0,3.87,3.87,3.7,3.4,10.7,0.0,33.3,0.0,33.3,33.3,80.0,86.1,28.8,,90.7,21.1,4,0,1,6,7,0.1429,,0.7143,0,0,0,10.7,0.0001,10.7,10.7,1.5667,4.7,6.0
Tez Johnson,AceMatthew,AceMatthew,1,False,94.7,97.9,4.984210526315789,5.7588,5.5706,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,6.42,-0.4,20.2,0.0,58.8,5.9,29.4,5.9,48.1,6.2,46.8,,,,1,0,0,19,19,0.0,,0.7368,0,0,0,0.0,0.0,,,4.9842,5.5706,-5.5706
Theo Johnson,Oliverwkw,Oliverwkw,1,False,197.8,197.8,5.4944444444444445,7.0643,6.8207,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,4.67,0.0,6.6,0.0,50.0,0.0,50.0,0.0,0.35,0.18,5.42,0.0,21.3,0.0,34.5,3.4,48.3,13.8,57.1,38.6,60.2,80.9,21.7,16.7,5,0,2,34,36,0.0556,,0.2778,0,0,0,6.6,0.0001,3.3,3.3,5.6235,7.0815,-3.7815
Tim Boyle,BROsenzweig,BROsenzweig,1,False,4.12,40.3,4.12,1.8318,4.12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,4.12,4.12,0.0,100.0,0.0,0.0,0.0,-3.28,-3.28,,4.12,4.12,0.0,100.0,0.0,0.0,0.0,,89.5,10.5,,54.4,4.4,0,0,1,0,1,1.0,,,0,0,0,4.12,0.0,4.12,4.12,,,4.12
Tim Patrick,AceMatthew,stevenb123,3,False,50.9,560.9,7.271428571428571,6.9247,8.4833,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,,,,,,,,,,,4.11,3.6,13.2,0.0,16.7,0.0,50.0,33.3,77.1,91.0,31.0,,,,1,0,0,7,7,0.0,,0.5714,1,0,0,0.0,0.0,,,7.2714,8.4833,-8.4833
Todd Gurley,shmuel256,shmuel256,2,False,146.7,781.2,9.78,16.6213,11.2846,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,4.77,6.1,20.2,0.0,0.0,16.7,66.7,16.7,36.39,6.06,7.07,3.0,25.0,0.0,30.8,15.4,46.2,7.7,36.3,84.0,60.6,80.9,74.3,44.3,1,0,6,9,15,0.4,0.5,0.6,1,1,0,73.8,0.0006,12.3,12.3,8.1,10.4143,1.8857
Tom Brady,LWebs53,stevenb123,2,False,913.66,1686.56,17.570384615384615,18.1351,19.4396,1,2,0,0,0,0,1,0,0,0,7,1,1,9,5,0,9.03,2.36,37.74,17.9,5.1,17.9,43.6,15.4,378.55,9.71,8.7,2.36,37.74,17.0,4.3,14.9,44.7,19.1,21.2,75.8,85.3,22.0,36.8,79.4,0,0,39,13,52,0.75,0.6923,0.6923,2,1,1,781.56,0.0068,20.04,20.04,10.1615,16.5125,3.5275
Tommy DeVito,shmuel256,shmuel256,2,False,86.88,106.02,9.653333333333332,9.6382,12.4114,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,,,,,,,,,,,6.31,2.7,22.54,0.0,14.3,0.0,42.9,42.9,77.6,82.1,37.9,,,,1,0,0,9,9,0.0,,0.7778,1,0,0,0.0,0.0,,,9.6533,12.4114,-12.4114
Tommy Tremble,stevenb123,shmuel256,2,False,0.0,297.3,0.0,4.0726,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,,,,,,,,,,,,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,38.6,2.8,,,,0,0,0,1,1,0.0,,,1,0,0,0.0,0.0,,,0.0,0.0,0.0
Tony Jones,shmuel256,Oliverwkw,3,False,15.4,77.5,3.08,3.6905,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,,,,,,,,,,,2.23,0.7,6.3,0.0,80.0,0.0,0.0,20.0,87.9,59.2,16.5,,,,0,0,0,5,5,0.0,,0.0,0,0,0,0.0,0.0,,,3.08,3.08,-3.08
Tony Pollard,plehv79,stevenb123,5,False,1101.6,1274.7,10.69514563106796,10.8949,11.7191,1,0,1,0,0,0,0,4,0,0,2,5,0,1,1,5,7.5,4.9,36.9,5.0,5.0,15.0,47.5,27.5,295.89,7.4,7.15,0.5,36.9,4.3,17.0,7.4,42.6,28.7,34.2,55.2,91.0,42.3,66.4,88.6,3,0,40,63,103,0.3883,0.65,0.5437,0,0,0,575.4,0.005,14.385,14.385,8.3524,9.7444,4.6406
Tory Horton,plehv79,plehv79,1,False,65.1,65.1,3.426315789473684,8.1375,7.2333,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,10.5,0.0,20.8,0.0,33.3,33.3,33.3,0.0,14.69,4.9,8.58,0.0,20.8,0.0,55.6,11.1,33.3,0.0,13.0,38.0,48.8,6.2,19.3,42.7,9,0,3,16,19,0.1579,,0.3158,0,0,0,33.7,0.0003,11.2333,11.2333,1.9625,5.2333,6.0
Travis Etienne,AceMatthew,AceMatthew,1,False,857.6,943.2,9.857471264367817,13.2845,13.4,0,0,2,0,0,1,0,2,0,0,5,4,0,0,0,0,8.31,0.3,36.4,7.7,7.7,20.5,46.2,17.9,321.89,8.25,7.53,-0.1,36.4,4.7,10.9,14.1,48.4,21.9,26.6,15.1,90.1,25.9,11.8,87.1,18,0,39,48,87,0.4483,0.5385,0.5057,0,0,0,578.9,0.005,14.8436,14.8436,5.8062,11.148,3.6956
Travis Fulgham,BROsenzweig,BROsenzweig,2,False,49.0,115.9,4.9,8.2786,5.4444,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,0,9.04,1.8,19.8,0.0,33.3,33.3,33.3,0.0,16.7,5.57,6.55,0.0,19.8,0.0,55.6,11.1,11.1,22.2,45.2,38.0,46.0,22.3,51.7,40.7,0,0,3,7,10,0.3,,0.5,0,0,0,33.9,0.0003,11.3,11.3,2.1571,2.5167,8.7833
Travis Homer,LWebs53,LWebs53,1,False,,174.2,,2.6394,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,,,,,
Travis Hunter,Oliverwkw,Oliverwkw,1,False,64.9,64.9,3.4157894736842107,7.2111,7.2111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,5.2,9.4,0.0,0.0,0.0,66.7,33.3,2.92,0.97,7.05,0.0,24.1,0.0,33.3,11.1,22.2,33.3,35.1,38.0,57.2,96.1,81.3,17.3,9,0,3,16,19,0.1579,,0.2632,0,0,0,23.9,0.0002,7.9667,7.9667,2.5625,6.8333,1.1334
Travis Kelce,LWebs53,BROsenzweig,2,False,1506.66,2531.14,14.627766990291263,16.7625,15.8596,2,0,0,0,21,0,0,0,0,1,9,9,2,0,0,1,8.33,1.6,41.1,23.5,4.7,25.9,37.6,8.2,942.7,11.09,8.17,1.6,41.1,22.1,4.2,24.2,42.1,7.4,10.4,81.2,94.3,14.9,47.5,95.0,2,0,85,18,103,0.8252,0.6941,0.6699,2,2,2,1379.66,0.012,16.2313,16.2313,7.0556,12.7,3.5313
Tre Tucker,AceMatthew,AceMatthew,5,False,255.3,390.4,7.091666666666667,7.9673,7.5088,0,0,0,0,0,0,0,0,0,0,0,1,0,9,4,5,3.26,5.5,12.0,0.0,0.0,0.0,66.7,33.3,13.78,4.59,5.77,0.0,22.9,0.0,23.5,5.9,29.4,41.2,58.0,38.0,54.2,90.6,82.0,24.0,0,0,3,33,36,0.0833,,0.4167,1,0,0,25.8,0.0002,8.6,8.6,6.9545,7.4032,1.1968
Tre' Harris,plehv79,shmuel256,2,False,75.9,84.7,3.9947368421052634,4.4579,4.2167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,2.94,0.0,9.4,0.0,50.0,0.0,16.7,33.3,84.8,38.0,23.8,,,,0,0,0,19,19,0.0,,0.4211,0,0,0,0.0,0.0,,,3.9947,4.2167,-4.2167
Tre' McKitty,BROsenzweig,BROsenzweig,1,False,0.0,30.3,0.0,1.4429,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,,0.0,0.0,0.0,100.0,0.0,0.0,0.0,-3.9,-3.9,,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,38.6,2.8,,21.7,2.5,0,0,1,0,1,1.0,,,0,0,0,0.0,0.0,0.0,0.0,,,0.0
Tre'Quan Smith,LWebs53,LWebs53,1,False,11.7,441.2,3.9,7.3533,5.85,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,,,,,,,,,,,3.32,3.5,8.2,0.0,50.0,0.0,50.0,0.0,80.5,90.0,21.8,,,,1,0,0,3,3,0.0,,,0,0,0,0.0,0.0,,,3.9,5.85,-5.85
Trestan Ebner,LWebs53,LWebs53,1,False,0.8,5.2,0.8,0.4727,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,,,,,,,,,,,0.8,0.8,0.0,100.0,0.0,0.0,0.0,,60.6,4.7,,,,0,0,0,1,1,0.0,,,1,0,0,0.0,0.0,,,0.8,0.8,-0.8
TreVeyon Henderson,Oliverwkw,Oliverwkw,1,False,202.5,235.7,10.657894736842104,10.7136,11.9118,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,11.17,2.2,32.3,30.0,20.0,0.0,30.0,20.0,82.52,8.25,9.51,0.5,32.3,17.6,23.5,0.0,35.3,23.5,7.9,55.2,80.9,5.5,33.2,78.9,1,0,10,9,19,0.5263,0.5,0.2632,0,0,0,147.7,0.0013,14.77,14.77,6.0889,7.8286,6.9414
Trevor Etienne,plehv79,plehv79,1,False,10.7,9.1,0.5631578947368421,0.5056,0.6687,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,1.48,-2.0,3.9,0.0,100.0,0.0,0.0,0.0,92.6,1.4,11.8,,,,2,0,0,19,19,0.0,,0.3158,0,0,0,0.0,0.0,,,0.5632,0.6687,-0.6687
Trevor Lawrence,AceMatthew,LWebs53,2,False,1188.54,1311.82,13.661379310344827,15.9978,15.8472,1,2,0,0,0,0,4,0,0,0,5,0,3,0,0,1,7.16,6.16,44.3,5.1,2.6,12.8,61.5,17.9,319.69,8.2,8.04,0.24,44.3,5.3,16.0,10.7,49.3,18.7,37.6,61.1,98.9,59.3,72.1,98.5,7,0,39,48,87,0.4483,0.4872,0.3908,0,0,0,687.26,0.006,17.6221,17.6221,10.4433,13.9244,3.6977
Trey Benson,JacobRosenzweig,JacobRosenzweig,1,False,81.3,81.3,2.3911764705882352,5.0812,4.5167,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,2.9,2.9,0.0,100.0,0.0,0.0,0.0,-4.57,-4.57,4.04,0.0,12.5,0.0,66.7,0.0,16.7,16.7,76.1,29.5,32.1,,46.4,6.4,14,0,1,33,34,0.0294,,0.2941,0,0,0,2.9,0.0,2.9,2.9,2.3758,4.6118,-1.7118
Trey Lance,shmuel256,BROsenzweig,4,False,76.38,102.66,1.7359090909090908,6.4163,4.4929,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,8.35,2.5,19.06,0.0,33.3,0.0,33.3,33.3,3.45,1.15,7.03,0.0,20.38,0.0,76.5,0.0,17.6,5.9,64.7,47.4,32.6,33.9,39.7,26.5,24,0,3,41,44,0.0682,,0.3864,0,0,0,30.52,0.0003,10.1733,10.1733,1.1185,3.2757,6.8976
Trey McBride,stevenb123,stevenb123,2,False,796.8,849.3,11.382857142857143,13.2703,12.45,0,0,0,0,9,0,0,0,0,3,4,0,0,0,0,1,7.6,5.0,37.4,20.5,0.0,30.8,43.6,5.1,457.31,11.73,9.27,0.0,37.4,15.6,17.2,20.3,29.7,17.2,2.6,38.6,89.8,26.6,83.3,90.0,2,0,39,31,70,0.5571,0.6667,0.4714,1,1,1,657.5,0.0057,16.859,16.859,4.4935,5.572,11.287
Trey Palmer,LWebs53,BROsenzweig,2,False,59.2,146.6,5.381818181818182,4.3118,5.3818,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,,,,,,,,,,,4.37,0.0,16.4,0.0,36.4,0.0,18.2,45.5,73.8,38.0,38.2,,,,0,0,0,11,11,0.0,,0.6364,1,0,0,0.0,0.0,,,5.3818,5.3818,-5.3818
Trey Sermon,BROsenzweig,AceMatthew,3,False,49.5,104.3,2.25,3.0676,4.5,0,0,0,0,0,0,0,0,0,0,0,1,0,5,3,0,,0.0,0.0,,,,,,-6.04,-6.04,6.11,0.0,18.3,0.0,63.6,0.0,27.3,9.1,54.7,29.5,46.2,,6.1,1.8,10,0,1,21,22,0.0455,,0.4545,0,0,0,0.0,0.0,0.0,,2.3571,4.5,-4.5
Treylon Burks,Oliverwkw,stevenb123,2,False,128.1,170.5,3.7676470588235293,5.0147,6.405,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3.14,4.7,10.6,0.0,0.0,0.0,66.7,33.3,5.42,1.81,5.26,0.0,18.1,0.0,40.0,0.0,40.0,20.0,64.9,38.0,43.2,91.4,79.0,20.7,12,0,3,31,34,0.0882,,0.5588,0,0,0,24.8,0.0002,8.2667,8.2667,3.3323,6.0765,2.1902
Troy Franklin,Oliverwkw,JacobRosenzweig,3,False,245.2,261.8,6.811111111111111,7.2722,7.4303,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,2,7.16,2.8,26.9,10.0,30.0,0.0,50.0,10.0,43.67,4.37,6.63,0.0,26.9,3.0,45.5,6.1,33.3,12.1,43.3,38.0,64.2,50.4,63.0,55.3,1,0,10,26,36,0.2778,0.4,0.3333,0,0,0,98.4,0.0009,9.84,9.84,5.6462,6.3826,3.4574
Tua Tagovailoa,LWebs53,Oliverwkw,3,False,1091.92,1139.4,10.60116504854369,14.4228,13.4805,0,3,0,0,0,1,0,0,0,0,4,3,0,0,0,3,7.89,2.3,38.86,3.6,12.7,10.9,45.5,27.3,301.58,5.48,8.55,-4.4,38.86,2.5,23.5,8.6,43.2,22.2,24.7,3.2,88.4,41.5,33.8,83.8,16,0,55,48,103,0.534,0.5091,0.4951,1,1,1,840.24,0.0073,15.2771,15.2771,5.2433,9.68,5.5971
Tucker Kraft,BROsenzweig,BROsenzweig,2,False,348.0,393.0,8.285714285714286,8.9318,10.875,0,0,0,0,2,0,0,0,0,2,0,1,0,1,0,1,8.89,2.5,33.3,15.4,7.7,7.7,38.5,30.8,83.34,6.41,7.06,0.0,33.3,9.4,6.2,9.4,53.1,21.9,20.1,38.6,88.6,8.5,63.3,88.3,8,0,13,29,42,0.3095,0.5385,0.5952,0,0,0,149.0,0.0013,11.4615,11.4615,6.8621,10.4737,0.9878
Tutu Atwell,stevenb123,LWebs53,3,False,94.89999999999999,321.2,7.299999999999999,5.5379,7.9083,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,1,4.1,1.6,7.4,0.0,50.0,0.0,0.0,50.0,-2.77,-1.39,5.38,1.6,17.2,0.0,41.7,0.0,50.0,8.3,62.3,75.0,41.8,85.2,48.0,12.7,0,0,2,11,13,0.1538,,0.3077,1,1,0,9.0,0.0001,4.5,4.5,7.8091,8.59,-4.09
Ty Chandler,BROsenzweig,BROsenzweig,3,False,97.1,140.2,4.413636363636363,3.8944,4.855,0,0,0,0,0,0,0,0,0,0,1,0,0,6,3,1,9.36,7.7,24.7,0.0,0.0,33.3,33.3,33.3,23.92,7.97,6.45,0.0,24.7,0.0,60.0,5.0,15.0,20.0,50.5,29.5,58.5,12.7,81.4,56.8,0,0,3,19,22,0.1364,,0.5909,0,0,0,41.8,0.0004,13.9333,13.9333,2.9105,3.2529,10.6804
