Year,Number,Player Picked,Team,Original Team,Number of starts before next transaction,Number of trades,Commissioner moved?,Avg PPG on team,Avg PPG on team adjusted by position,Pick-adjusted Difference in Avg PPG on team adjusted by position,Avg career PPG,Avg career PPG adjusted by position,Pick-adjusted Difference in Avg career PPG adjusted by position,Player addition value,Pick-adjusted Difference in Player addition value,% of starts made while rostered by drafting team,Points added,Avg points added,Avg points added adjusted by position,Pick-adjusted Difference in Avg points added adjusted by position,O-Score,Age when drafted,Cuff when drafted?,Tanking,Injury adjusted % of starts made while rostered by drafting team,KTC on draft day,Pick-adjusted Difference in KTC on draft day,KTC at end of rookie year,Pick-adjusted Difference in KTC at end of rookie year,KTC 1 year after draft day,Pick-adjusted Difference in KTC 1 year after draft day,KTC 2 years after draft day,Pick-adjusted Difference in KTC 2 years after draft day,KTC 3 years after draft day,Pick-adjusted Difference in KTC 3 years after draft day,KTC 4 years after draft day,Pick-adjusted Difference in KTC 4 years after draft day,Length of tenure on team,Weeks before first start,Link to next transaction,Link to previous transaction
startup,5.07,Zach Ertz,BROsenzweig,BROsenzweig,6,0,False,7.29,9.98,-3.6275,9.77,13.37,0.9938,22.7309,-21.4093,0.375,49.8,8.3,11.36,-2.8525,33.1,29.83,False,-0.0097,0.6,5232.0,-1163.0,1924.0,-4490.75,1159.0,-3868.0,2236.0,-1717.875,860.0,-2860.125,1134.0,-1377.0,400.0,0,#193,
startup,5.08,Darren Waller,shmuel256,shmuel256,28,0,False,13.19,18.05,4.9875,12.48,17.08,4.4837,52.4601,11.7596,0.4828,413.2,14.76,20.19,6.6013,63.3,27.99,False,-0.008,0.6829,5101.0,-1251.25,6363.0,177.125,5956.0,1248.5,4037.0,7.625,3547.0,50.875,0.0,-2964.75,1149.0,0,T#252,
startup,6.01,Robert Woods,shmuel256,shmuel256,22,0,False,15.53,16.15,3.3812,8.64,8.99,-4.3787,62.4286,24.3597,0.7857,350.1,15.91,16.55,2.8775,44.1,28.42,False,-0.0087,0.9167,5741.0,-384.375,4953.0,-1315.0,4420.0,-309.75,2345.0,-1850.125,805.0,-2767.5,0.0,-2669.25,450.0,0,T#8,
startup,6.02,Amari Cooper,BROsenzweig,BROsenzweig,42,0,False,14.54,15.12,1.5563,13.23,13.76,1.0,67.0754,22.8827,0.84,625.1,14.88,15.48,1.4713,70.7,26.23,False,-0.0031,0.9333,6454.0,596.25,5947.0,133.625,5178.0,557.625,3257.0,-558.625,3865.0,788.125,3208.0,992.5,998.0,0,T#60,
startup,6.03,Cam Akers,plehv79,plehv79,5,0,False,6.02,6.18,-8.1913,7.73,7.94,-5.42,8.7516,-36.2321,0.1111,17.1,3.42,3.51,-11.5463,21.1,21.22,False,0.0023,0.2381,5621.0,-40.25,7220.0,2225.125,3617.0,-508.75,2923.0,-698.0,3475.0,861.375,1381.0,-586.625,812.0,0,T#314,
startup,6.04,D'Andre Swift,stevenb123,stevenb123,5,0,False,14.32,14.71,0.1863,13.88,14.26,1.2875,28.1559,-22.4934,0.3125,78.9,15.78,16.21,1.7038,55.8,21.66,False,0.0016,0.4167,6184.0,486.75,7623.0,2274.875,5996.0,1742.625,6323.0,2627.875,3207.0,70.5,3276.0,1144.0,353.0,6,T#118,
startup,6.05,Courtland Sutton,AceMatthew,AceMatthew,16,0,False,10.27,10.69,-3.8063,11.62,12.08,-0.7837,30.4099,-21.0985,0.4444,181.9,11.37,11.83,-2.4287,40.4,24.92,False,-0.0017,0.8,6306.0,428.375,5779.0,194.375,4289.0,-214.875,4633.0,659.25,2681.0,-585.125,2678.0,28.875,748.0,16,T#12,
startup,6.06,Tyler Lockett,JacobRosenzweig,JacobRosenzweig,37,0,False,14.75,15.34,1.9212,11.43,11.89,-1.06,64.7528,21.0778,0.8222,536.3,14.49,15.08,1.775,59.3,27.95,False,-0.0035,0.9024,5488.0,-283.5,4616.0,-790.75,4454.0,425.125,2429.0,-1527.125,3087.0,-27.75,2209.0,-498.75,815.0,0,T#121,
startup,6.07,James Conner,LWebs53,LWebs53,12,0,False,14.53,14.93,2.5025,15.04,15.45,3.95,31.856,-8.5348,0.3636,160.6,13.38,13.75,1.3662,64.0,25.35,False,-0.0013,0.4615,4784.0,-809.75,2754.0,-2233.75,1554.0,-2190.125,3708.0,318.875,2857.0,196.625,3236.0,1057.625,661.0,0,T#165,
startup,6.08,Cooper Kupp,Oliverwkw,Oliverwkw,50,0,False,18.97,19.73,6.7725,15.95,16.59,4.3075,87.4599,47.6922,0.7463,945.0,18.9,19.66,6.515,89.1,27.24,False,-0.007,0.9615,6083.0,341.375,5153.0,311.375,4559.0,733.5,6229.0,2813.25,4775.0,2177.625,4344.0,1783.125,1335.0,0,T#257,
startup,7.01,Terry McLaurin,Oliverwkw,Oliverwkw,58,0,False,13.28,13.81,0.165,13.49,14.03,1.9112,61.5871,16.1397,0.7945,771.0,13.29,13.83,0.1862,69.6,24.99,False,-0.0029,0.8529,6666.0,1225.25,6411.0,1843.625,6253.0,2527.625,4576.0,1352.75,4058.0,1382.0,3539.0,1080.625,1498.0,0,T#270,
startup,7.02,David Johnson,LWebs53,LWebs53,6,0,False,11.86,12.18,-1.7112,9.24,9.49,-2.7713,34.104,-13.4886,0.5455,71.1,11.85,12.17,-1.7613,27.0,28.74,False,-0.0076,0.75,4074.0,-1694.25,2367.0,-2534.0,785.0,-3518.75,0.0,-3407.75,0.0,-3055.875,0.0,-2661.125,80.0,0,T#5,
startup,7.03,Le'Veon Bell,JacobRosenzweig,JacobRosenzweig,1,0,False,6.6,6.78,-7.2812,5.56,5.72,-6.8888,7.9049,-38.8382,0.0625,6.6,6.6,6.78,-7.2112,12.0,28.56,False,-0.0046,0.0909,4328.0,-1281.5,733.0,-3972.75,0.0,-3845.125,0.0,-3104.125,0.0,-2670.0,0.0,-2385.0,353.0,0,#391,
startup,7.04,Dak Prescott,AceMatthew,AceMatthew,60,0,False,18.98,15.22,2.9275,19.13,15.34,4.6837,59.3708,21.8904,0.5825,1160.72,19.35,15.51,4.3288,83.4,27.12,False,-0.0058,0.8219,8103.0,2989.875,8450.0,4665.625,7273.0,4254.25,5657.0,3396.0,4889.0,2986.0,5549.0,3944.25,2204.0,0,,
startup,7.05,Antonio Gibson,stevenb123,stevenb123,16,0,False,13.92,14.29,2.9775,10.12,10.39,0.0137,47.7206,17.7087,0.6957,223.9,13.99,14.37,4.3287,63.2,22.22,False,0.0007,0.8,4360.0,-1261.625,6687.0,2632.5,6889.0,3981.125,3130.0,1054.5,3119.0,1362.75,1651.0,-69.625,414.0,4,T#373,
startup,7.06,Odell Beckham,plehv79,plehv79,8,0,False,10.61,11.03,-0.38,8.34,8.68,-1.5888,20.0884,-7.7321,0.2424,95.92,11.99,12.47,2.6038,43.4,27.85,False,-0.0099,0.4,6334.0,993.5,4404.0,406.375,3448.0,464.625,1533.0,-465.625,1662.0,230.875,761.0,-628.5,716.0,0,#1069,
startup,7.07,Todd Gurley,BROsenzweig,BROsenzweig,2,0,False,11.0,11.3,-0.535,10.61,10.9,0.2562,31.7582,0.9547,0.6667,19.8,9.9,10.17,-0.4488,42.3,26.11,False,-0.0029,0.6667,4472.0,-1403.375,1420.0,-3684.625,0.0,-4226.25,0.0,-2825.375,0.0,-2333.375,0.0,-2101.875,20.0,0,T#51,
startup,7.08,Devin Singletary,shmuel256,shmuel256,0,0,False,8.98,9.22,-3.2612,9.2,9.45,-1.7387,9.22,-24.8026,0.0,0.0,0.0,0.0,-12.6863,25.6,23.02,False,0.0006,0.0,4588.0,-1198.875,3100.0,-2119.375,2216.0,-2087.0,2620.0,-31.0,1610.0,-690.25,2543.0,410.5,69.0,,#1196,
startup,8.01,DJ Chark,shmuel256,shmuel256,5,0,False,10.54,10.96,-1.6975,9.04,9.4,-1.8262,16.0617,-18.8224,0.1389,45.2,9.04,9.4,-2.5875,34.2,23.96,False,-0.001,0.25,6408.0,1152.875,5551.0,947.625,3288.0,-620.125,2218.0,-295.25,1831.0,-272.625,1373.0,-557.625,748.0,0,#1244,
startup,8.02,Carson Wentz,BROsenzweig,BROsenzweig,7,0,False,14.13,11.33,-1.1663,14.3,11.46,0.2012,16.4234,-17.4496,0.1707,91.98,13.14,10.53,-1.2075,33.4,27.7,False,-0.0058,0.1892,6391.0,1186.625,3673.0,-361.375,3416.0,385.0,2364.0,260.25,0.0,-1942.625,0.0,-1895.875,787.0,0,#208,
startup,8.03,DK Metcalf,plehv79,plehv79,38,0,False,15.24,15.85,3.61,14.14,14.71,3.3887,69.6383,41.2988,0.8636,580.5,15.28,15.89,4.6775,84.8,22.74,False,-0.0005,0.9268,6491.0,1566.375,8239.0,4828.125,7280.0,4884.75,5081.0,3281.5,5556.0,4371.875,4938.0,3563.25,806.0,2,T#58,
startup,8.04,Zack Moss,stevenb123,stevenb123,1,0,False,9.61,9.87,-3.1088,8.4,8.63,-3.5263,11.1194,-23.3628,0.05,12.8,12.8,13.15,1.7763,38.8,22.74,False,-0.0002,0.0667,3736.0,-1655.25,3331.0,-1043.875,2830.0,-462.0,1225.0,-1621.5,1345.0,-803.0,2788.0,803.125,393.0,8,#1381,
startup,8.05,Keenan Allen,LWebs53,AceMatthew,45,1,False,17.65,18.37,5.265,14.99,15.59,3.7363,73.1043,38.7843,0.6716,835.66,18.57,19.32,6.3762,84.5,28.37,False,-0.0069,0.8824,5669.0,280.125,5973.0,1414.5,5186.0,1581.5,4153.0,1665.125,3537.0,1249.875,2764.0,691.0,1341.0,0,T#23,T#155
startup,8.06,Drew Brees,JacobRosenzweig,JacobRosenzweig,9,0,False,16.68,13.37,-0.54,15.85,12.71,0.2525,39.9938,1.1904,0.5625,151.62,16.85,13.5,-1.1538,46.2,41.65,False,-0.0287,0.8182,3937.0,-1453.625,257.0,-4746.25,0.0,-4109.375,0.0,-2997.5,0.0,-2500.375,0.0,-2246.875,1571.0,0,#428,
startup,8.07,Hunter Henry,AceMatthew,LWebs53,13,1,False,9.87,13.5,0.3937,9.08,12.43,0.5713,29.0353,-9.9438,0.3939,129.5,9.96,13.63,-0.7438,52.2,25.76,False,-0.0033,0.4333,4196.0,-788.75,3982.0,-132.625,2226.0,-1210.75,1816.0,-743.0,1150.0,-1206.625,1530.0,-525.625,716.0,0,#50,T#1
startup,8.08,Marquise Brown,Oliverwkw,Oliverwkw,6,0,False,10.79,11.23,-1.1363,11.06,11.5,0.2338,22.3807,-10.9178,0.375,50.3,8.38,8.72,-5.2912,52.4,23.27,False,0.0003,0.4,5450.0,966.625,4224.0,994.75,2724.0,187.0,4520.0,2934.125,3500.0,2131.625,2731.0,1442.75,113.0,2,#881,
startup,9.01,Calvin Ridley,Oliverwkw,Oliverwkw,19,0,False,18.0,18.73,6.2375,13.44,13.99,2.28,69.907,36.066,0.6786,342.0,18.0,18.73,5.2525,84.1,25.72,False,-0.0042,1.0,6502.0,1953.0,7211.0,4173.25,7072.0,4939.5,2679.0,338.375,4915.0,3357.5,3224.0,1778.125,450.0,0,T#232,
startup,9.02,Melvin Gordon,LWebs53,LWebs53,2,0,False,12.07,12.4,-0.7575,11.05,11.35,-0.495,18.8188,-18.6707,0.2,33.6,16.8,17.26,3.875,41.5,27.41,False,-0.0051,0.25,4690.0,42.0,3393.0,-72.625,2141.0,-598.75,2142.0,-216.375,0.0,-2175.875,0.0,-1931.375,73.0,2,#473,
startup,9.03,Mark Ingram,JacobRosenzweig,JacobRosenzweig,2,0,False,4.9,5.03,-9.7437,6.22,6.39,-6.8887,6.8704,-41.5461,0.125,16.4,8.2,8.42,-6.7487,12.4,30.72,False,-0.0086,0.2,3403.0,-1702.0,289.0,-4760.625,261.0,-3956.75,672.0,-3120.0,0.0,-3409.5,0.0,-3180.25,413.0,3,#395,
startup,9.04,T.Y. Hilton,AceMatthew,AceMatthew,3,0,False,7.37,7.66,-6.0888,8.69,9.04,-3.8163,17.5391,-29.2016,0.5,23.3,7.77,8.08,-6.4625,16.7,30.82,False,-0.0126,0.5,3734.0,-1528.0,1398.0,-3530.125,580.0,-3716.25,0.0,-3949.75,0.0,-3884.375,0.0,-3275.25,41.0,0,#11,
startup,9.05,Deebo Samuel,stevenb123,stevenb123,20,0,False,17.67,18.38,6.1112,14.1,14.67,2.5512,62.9852,22.8475,0.6061,363.2,18.16,18.89,5.5725,83.9,24.65,False,-0.0036,0.9091,5313.0,332.125,4786.0,317.0,3942.0,68.625,5422.0,2499.5,4273.0,1360.25,4542.0,2175.875,662.0,4,T#119,
startup,9.06,David Montgomery,plehv79,plehv79,10,0,False,16.9,17.36,4.67,13.66,14.03,1.4663,51.2047,13.6209,0.625,166.6,16.66,17.11,3.9737,74.7,23.26,False,-0.0014,0.7143,4649.0,-270.875,5578.0,1178.0,5113.0,1429.625,3758.0,234.5,3569.0,471.75,3424.0,887.625,353.0,2,T#6,
startup,9.07,Josh Allen,BROsenzweig,BROsenzweig,97,0,False,23.62,18.93,6.3462,23.98,19.22,7.4975,115.4611,85.7555,0.9417,2290.72,23.62,18.93,5.8987,97.8,24.31,False,0.0004,1.0,6306.0,1562.875,9825.0,5753.25,9944.0,6700.0,9999.0,7226.375,9869.0,7317.25,9991.0,8083.0,2204.0,0,,
startup,9.08,Daniel Jones,shmuel256,shmuel256,4,0,False,9.89,7.93,-6.5137,14.6,11.7,-1.49,26.2977,-15.1857,0.8,41.34,10.34,8.28,-6.8212,33.6,23.29,False,0.0002,0.8,5783.0,627.75,4119.0,-1313.625,3173.0,-1551.5,2406.0,-1782.125,4949.0,1249.125,2290.0,-896.5,35.0,0,#1187,
startup,10.01,Jarvis Landry,shmuel256,shmuel256,2,0,False,9.72,10.11,-4.55,10.8,11.23,-2.21,15.0024,-28.4234,0.2,18.7,9.35,9.73,-5.9087,20.9,27.78,False,-0.0076,0.2222,4780.0,-632.25,3939.0,-2014.375,2703.0,-2464.375,1724.0,-2943.625,0.0,-4446.5,0.0,-3472.75,71.0,0,T#229,
startup,10.02,Stefon Diggs,BROsenzweig,BROsenzweig,1,0,False,20.27,21.08,8.6612,16.25,16.91,4.7225,37.696,2.8182,0.3333,14.9,14.9,15.5,1.5675,76.2,26.78,False,-0.0041,0.3333,5350.0,272.25,7451.0,2271.625,6723.0,2297.0,5823.0,2209.25,5687.0,2413.875,3468.0,996.5,20.0,2,T#51,
startup,10.03,Tyler Boyd,plehv79,plehv79,8,0,False,12.61,13.12,-0.2262,9.43,9.81,-3.4587,20.0492,-19.2489,0.2,140.3,17.54,18.24,4.6912,42.9,25.82,False,-0.0062,0.2162,4933.0,-42.125,5014.0,-166.375,3457.0,-1217.5,2376.0,-1613.0,1936.0,-1359.875,1540.0,-744.5,779.0,1,T#309,
startup,10.04,Jerry Jeudy,stevenb123,stevenb123,4,0,False,8.57,8.91,-4.0213,10.2,10.61,-1.255,11.9292,-15.3763,0.1212,55.1,13.78,14.33,2.6587,52.1,21.38,False,0.0021,0.1667,6177.0,1488.25,5470.0,1050.875,5334.0,1712.5,4403.0,1552.5,4265.0,2270.25,2527.0,1614.75,702.0,3,T#304,
startup,10.05,Kareem Hunt,AceMatthew,AceMatthew,14,0,False,11.27,11.57,-0.6363,10.29,10.57,-2.1638,21.7833,-1.602,0.28,188.5,13.46,13.83,3.1312,40.1,25.1,False,-0.002,0.359,4787.0,25.5,5384.0,407.125,3653.0,-739.125,3154.0,-743.0,1024.0,-2002.375,0.0,-2135.625,1058.0,2,T#17,
startup,10.06,Marvin Jones,JacobRosenzweig,JacobRosenzweig,7,0,False,10.98,11.42,-1.6463,9.93,10.33,-2.6875,17.2949,-10.6068,0.2,74.1,10.59,11.01,-0.9225,30.0,30.5,False,-0.0082,0.2121,3207.0,-1702.75,2106.0,-3465.125,2031.0,-2838.625,1090.0,-3418.75,573.0,-3013.875,0.0,-2519.0,745.0,3,#404,
startup,10.07,Tom Brady,LWebs53,LWebs53,28,0,False,20.98,16.82,5.1787,19.43,15.58,3.4375,68.9205,47.7136,0.8485,586.24,20.94,16.78,5.4388,69.4,43.1,False,-0.034,0.9032,3411.0,-1268.375,3149.0,-1716.25,3835.0,-254.125,3313.0,-681.625,0.0,-3015.125,0.0,-2085.5,506.0,0,#591,
startup,10.08,Michael Gallup,Oliverwkw,Oliverwkw,0,0,False,10.96,11.4,-0.96,8.45,8.79,-4.58,11.4,-16.1721,0.0,0.0,0.0,0.0,-11.1587,11.9,24.52,False,-0.002,0.0,5259.0,898.0,4191.0,-629.75,3397.0,-1002.75,2918.0,-1347.75,1789.0,-1362.5,0.0,-2625.0,113.0,,#882,
startup,11.01,Justin Jefferson,Oliverwkw,Oliverwkw,0,0,False,4.6,4.79,-9.3613,17.89,18.61,5.5437,4.79,-31.1807,0.0,0.0,0.0,0.0,-11.4975,50.9,21.24,False,0.004,0.0,4975.0,557.75,8495.0,3985.5,7657.0,3592.5,9529.0,5841.25,9961.0,7449.625,9550.0,7200.125,5.0,,T#227,
startup,11.02,Diontae Johnson,LWebs53,LWebs53,18,0,False,16.19,16.84,3.775,12.75,13.26,-1.1287,46.6452,14.3808,0.5455,290.4,16.13,16.78,7.86,64.2,24.18,False,0.0008,0.6207,4386.0,10.25,5415.0,614.5,4901.0,948.625,4554.0,638.625,4033.0,908.625,3067.0,-93.25,673.0,2,T#166,
startup,11.03,Leonard Fournette,JacobRosenzweig,JacobRosenzweig,14,0,False,14.68,15.08,1.6988,14.76,15.16,1.275,35.7636,2.2511,0.4242,225.4,16.1,16.54,7.2037,52.6,25.65,False,0.0008,0.5385,3711.0,-703.75,2847.0,-2305.875,2283.0,-1927.75,3933.0,-30.375,540.0,-3033.625,0.0,-3543.625,662.0,2,T#119,
startup,11.04,Brandon Aiyuk,AceMatthew,AceMatthew,0,0,False,12.93,13.45,0.8187,12.34,12.84,-0.44,13.45,-16.0103,0.0,0.0,0.0,0.0,-9.3063,41.9,22.49,False,0.0028,0.0,4234.0,88.5,5700.0,1193.75,5504.0,2123.0,4150.0,627.875,4816.0,1726.125,5856.0,3044.375,27.0,,T#3,
startup,11.05,CeeDee Lamb,stevenb123,stevenb123,47,0,False,15.99,16.63,4.0562,17.3,18.0,5.0725,72.5084,50.0904,0.8103,769.8,16.38,17.04,9.8637,94.3,21.43,False,0.002,0.8868,6343.0,2746.625,7284.0,3254.25,6912.0,3802.875,6390.0,3311.5,7316.0,4533.75,9876.0,7432.125,1151.0,0,T#22,
startup,11.06,William Fuller,plehv79,plehv79,2,0,False,14.35,14.93,1.3362,15.19,15.8,3.3287,33.9877,5.399,0.5,19.2,9.6,9.99,0.5337,50.1,26.4,False,-0.0072,0.5,3866.0,14.125,4632.0,907.375,0.0,-3239.0,0.0,-2851.75,0.0,-2810.375,0.0,-2880.875,27.0,0,T#3,
startup,11.07,Sterling Shepard,BROsenzweig,BROsenzweig,2,0,False,11.72,12.19,-1.4912,7.88,8.2,-5.4825,16.3978,-13.7288,0.125,27.1,13.55,14.1,5.6463,28.2,27.58,False,-0.0056,0.1818,2844.0,-1068.75,2357.0,-1529.625,1480.0,-1360.25,853.0,-1757.25,674.0,-2008.5,0.0,-2809.75,113.0,7,#188,
startup,11.08,Latavius Murray,shmuel256,shmuel256,0,0,False,8.95,9.19,-4.535,8.2,8.42,-4.4962,14.19,-15.1529,0.0,0.0,0.0,0.0,-9.3262,12.5,30.64,True,-0.0125,0.0,1780.0,-2298.75,829.0,-3228.375,418.0,-2391.375,0.0,-2385.625,406.0,-2370.125,0.0,-2925.0,362.0,,#1219,
startup,12.01,Tyler Higbee,shmuel256,shmuel256,0,0,False,10.32,14.12,0.9738,8.13,11.13,-1.1412,14.12,-17.2163,0.0,0.0,0.0,0.0,-11.22,22.5,27.69,False,-0.0074,0.0,2975.0,-978.375,1963.0,-1838.25,2630.0,330.5,1609.0,-349.5,1828.0,-345.75,1078.0,-1198.625,35.0,,#1189,
startup,12.02,Evan Engram,BROsenzweig,BROsenzweig,5,0,False,8.22,11.25,-1.1787,9.32,12.76,1.8413,15.6348,-8.0272,0.1515,40.9,8.18,11.19,2.7887,63.2,26.02,False,-0.0027,0.1724,4542.0,1299.875,3402.0,599.875,1784.0,71.75,1325.0,129.75,2870.0,1741.0,3170.0,2389.375,729.0,3,#201,
startup,12.03,Dallas Goedert,plehv79,plehv79,37,0,False,10.81,14.8,3.23,11.22,15.35,5.4875,41.3585,22.4845,0.4405,348.0,9.41,12.87,4.4175,78.6,25.69,False,-0.0059,0.5932,3851.0,561.25,4436.0,1950.25,3191.0,1271.125,3475.0,2376.875,3684.0,2435.875,2498.0,1321.25,1784.0,1,T#204,
startup,12.04,Hayden Hurst,stevenb123,stevenb123,7,0,False,9.09,12.43,1.2275,6.76,9.25,-1.0963,27.2857,7.8423,0.4375,48.2,6.89,9.42,2.2988,52.5,27.05,False,-0.0077,0.4667,3975.0,728.625,2685.0,248.5,974.0,-1038.0,1283.0,17.5,1021.0,-475.75,922.0,-451.75,352.0,0,#1379,
startup,12.05,Noah Fant,AceMatthew,AceMatthew,13,0,False,10.05,13.75,2.73,7.59,10.39,0.0388,29.3272,10.7815,0.3824,143.9,11.07,15.15,8.745,66.8,22.81,False,0.0022,0.4333,4426.0,854.75,4785.0,2252.625,3637.0,1742.875,2342.0,997.375,1419.0,-92.25,1747.0,476.375,734.0,8,#52,
startup,12.06,James White,JacobRosenzweig,JacobRosenzweig,4,0,False,7.81,8.02,-4.0787,8.58,8.81,-2.2963,12.6288,-8.7085,0.25,22.1,5.53,5.68,-2.4737,31.2,28.6,False,-0.0047,0.2308,2220.0,-1799.25,730.0,-2789.5,1368.0,-1136.25,0.0,-1956.5,0.0,-2088.75,0.0,-1840.25,377.0,1,#393,
startup,12.07,Raheem Mostert,LWebs53,LWebs53,5,0,False,11.3,11.61,-0.2663,9.68,9.94,-1.1312,21.408,-2.9661,0.1515,58.8,11.76,12.08,4.5088,55.0,28.42,False,-0.007,0.5556,3556.0,-385.875,3135.0,-300.125,3068.0,372.375,1373.0,-805.0,1767.0,-14.25,2497.0,957.125,552.0,1,T#164,
startup,12.08,Jordan Howard,Oliverwkw,Oliverwkw,0,0,False,6.7,6.88,-3.9175,5.81,5.97,-4.3375,6.88,-14.3203,0.0,0.0,0.0,0.0,-7.4725,17.6,25.86,False,-0.0045,0.0,2621.0,-1280.375,212.0,-3120.875,0.0,-2680.25,0.0,-1915.25,0.0,-1541.625,0.0,-1539.75,8.0,,#866,
startup,13.01,DeVante Parker,Oliverwkw,Oliverwkw,0,0,False,8.7,9.05,-1.7562,9.23,9.6,-0.9875,9.05,-12.5557,0.0,0.0,0.0,0.0,-8.2413,23.1,27.64,False,-0.0078,0.0,4830.0,809.75,3696.0,163.25,2138.0,-955.375,1692.0,-797.0,920.0,-1501.375,0.0,-2349.625,5.0,,T#227,
startup,13.02,T.J. Hockenson,LWebs53,LWebs53,1,0,False,12.44,17.02,7.3875,11.39,15.59,6.0963,19.754,1.6109,0.0714,3.3,3.3,4.52,-1.2625,69.7,23.19,False,0.0027,0.0769,4353.0,411.25,5805.0,2805.875,5242.0,2750.875,4162.0,1950.125,5029.0,2840.25,3888.0,2049.625,97.0,9,T#158,
startup,13.03,Matthew Stafford,JacobRosenzweig,JacobRosenzweig,34,0,False,16.29,13.06,3.2613,16.98,13.61,4.0375,48.7086,33.5291,0.68,548.32,16.13,12.93,8.395,78.9,32.59,False,-0.012,0.85,5259.0,1292.625,5132.0,2063.625,5015.0,2571.75,4470.0,2231.5,2177.0,-368.25,3264.0,1347.625,1093.0,0,#412,
startup,13.04,Kerryon Johnson,AceMatthew,AceMatthew,0,0,False,1.4,1.44,-8.945,5.13,5.27,-5.5938,1.44,-17.557,,0.0,0.0,0.0,-4.6412,11.2,23.2,False,0.0015,,2592.0,-1780.0,695.0,-2936.75,0.0,-2891.5,0.0,-3061.125,0.0,-3058.5,0.0,-2431.875,2.0,,T#2,
startup,13.05,Joe Burrow,stevenb123,stevenb123,14,0,False,18.3,14.67,5.9887,18.86,15.12,5.4112,32.6992,17.6596,0.3889,271.84,19.42,15.57,12.875,87.8,23.75,False,-0.002,0.4828,7135.0,3190.0,7768.0,4726.125,6417.0,4220.25,7565.0,5421.5,8979.0,7042.875,7401.0,5894.25,748.0,1,T#12,
startup,13.06,Alexander Mattison,plehv79,plehv79,0,0,False,12.0,12.33,3.7388,7.43,7.63,-2.5637,12.33,-4.8733,,0.0,0.0,0.0,-4.6412,32.1,22.23,False,0.0005,,3321.0,-778.875,2625.0,-832.25,1923.0,-680.75,2595.0,41.75,3667.0,1181.875,1545.0,-693.75,2.0,,T#2,
startup,13.07,A.J. Green,BROsenzweig,BROsenzweig,4,0,False,5.18,5.39,-3.6225,7.17,7.46,-1.805,17.8745,0.1719,0.8,15.8,3.95,4.11,-1.1812,35.3,32.11,False,-0.0139,0.8,3323.0,-604.75,611.0,-2900.125,758.0,-1736.625,521.0,-1898.5,0.0,-2365.625,0.0,-1945.875,35.0,1,#184,
startup,13.08,Christian Kirk,shmuel256,shmuel256,0,0,False,4.5,4.68,-3.9975,11.47,11.93,3.91,4.68,-12.3526,0.0,0.0,0.0,0.0,-5.4238,52.6,23.81,False,-0.0007,0.0,4134.0,464.0,3205.0,259.0,1639.0,-317.0,3484.0,1881.0,3696.0,1893.5,3357.0,2084.875,20.0,,T#51,
startup,14.01,Preston Williams,shmuel256,shmuel256,0,0,False,6.22,6.48,-2.9437,6.33,6.58,-2.1988,6.48,-11.2989,0.0,0.0,0.0,0.0,-5.4238,22.8,23.46,False,-0.0001,0.0,3748.0,-54.75,2566.0,-537.875,859.0,-1194.5,224.0,-1786.5,0.0,-2264.5,0.0,-1691.75,27.0,,#1186,
startup,14.02,Tarik Cohen,BROsenzweig,BROsenzweig,0,0,False,5.83,5.99,-3.19,5.83,5.99,-2.375,5.99,-11.9292,0.0,0.0,0.0,0.0,-5.2088,25.7,25.13,False,-0.0011,0.0,2255.0,-1316.375,1876.0,-856.625,900.0,-744.5,0.0,-1542.25,0.0,-1457.5,0.0,-992.375,726.0,,#198,
startup,14.03,Ronald Jones,plehv79,plehv79,5,0,False,13.09,13.45,5.6287,7.78,7.99,-0.4512,29.2931,14.3897,0.4545,67.3,13.46,13.83,9.3875,59.0,23.1,False,-0.0011,0.4545,2978.0,-379.375,4222.0,1853.875,3204.0,1645.375,1018.0,-456.5,406.0,-578.125,0.0,-799.25,82.0,1,T#299,
startup,14.04,Darius Slayton,stevenb123,stevenb123,9,0,False,9.29,9.67,0.9938,7.81,8.12,-0.4688,30.1542,16.2702,0.6923,85.5,9.5,9.88,4.97,61.3,23.66,False,-0.0018,0.75,4008.0,540.125,3205.0,329.0,1587.0,-481.0,901.0,-523.0,1368.0,504.125,1231.0,585.625,94.0,0,T#368,
startup,14.05,N'Keal Harry,AceMatthew,AceMatthew,0,0,False,6.73,9.21,-0.635,4.38,5.99,-2.9712,9.21,-11.9583,0.0,0.0,0.0,0.0,-7.9588,25.0,22.73,False,0.0023,0.0,3268.0,-307.75,1319.0,-1955.375,0.0,-2517.25,0.0,-1771.0,0.0,-1057.75,0.0,-965.125,62.0,,#19,
startup,14.06,Brandin Cooks,JacobRosenzweig,JacobRosenzweig,37,0,False,11.76,12.23,1.5675,10.78,11.22,2.8375,33.332,12.7924,0.4405,492.7,13.32,13.85,6.1662,74.2,26.96,False,-0.0016,0.5538,3791.0,424.125,4108.0,1135.375,3186.0,996.125,3595.0,2191.625,2523.0,1768.5,1806.0,1066.625,1768.0,5,#434,
startup,14.07,Darrell Henderson,LWebs53,LWebs53,2,0,False,8.69,8.92,-2.6263,9.97,10.24,1.265,11.5068,-12.231,0.125,15.0,7.5,7.7,-0.7525,44.4,23.06,False,0.0029,0.1333,2332.0,-1201.875,2055.0,-987.375,3540.0,1506.875,3071.0,1602.125,286.0,-748.125,0.0,-965.125,352.0,3,#501,
