Player,Year,Top Team,Last team,Rookie?,Age,Points,Points (full season),Avg points,Avg points (full season),Adjusted Avg points,Times as Player of the week?,Times as QB of the week?,Times as RB of the week?,Times as WR of the week?,Times as TE of the week?,Times as Benchwarmer of the week?,Times as Bench QB of the week?,Times as Bench RB of the week?,Times as Bench WR of the week?,Times as Bench TE of the week?,Times as Highest starter on team?,Times as Lowest starter on team?,Times as Captain?,Number of teams,Number of transactions,Number of drops,Number of trades,Starter scoring volatility,Starter scoring floor,Starter scoring ceiling,Starter boom %,Starter bust %,Starter upper quartile %,Starter middle 50% %,Starter lower quartile %,Starter PAR,Starter PAR per game,Rostered scoring volatility,Rostered scoring floor,Rostered scoring ceiling,Rostered boom %,Rostered bust %,Rostered upper quartile %,Rostered middle 50% %,Rostered lower quartile %,Rostered consistency percentile,Rostered floor percentile,Rostered ceiling percentile,Consistency percentile,Floor percentile,Ceiling percentile,Weeks missed due to injury,Weeks missed due to suspension,Weeks as starter,Weeks on bench,Weeks rostered,% of starts,Win % as starter,Win % while rostered,Total points as starter,% of league points,Change in points from previous season,Change in avg points from previous season,Change in points from career,Change in avg points from career,PPG starter,Adjusted PPG starter,PPG bench,Adjusted PPG bench,PPG starter vs bench diff
AJ Dillon,2023,BROsenzweig,BROsenzweig,False,25.49,117.6,117.6,6.917647058823529,7.84,7.84,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1.7,7.3,9.7,0.0,0.0,0.0,50.0,50.0,6.2,3.1,3.6,1.1,13.6,0.0,20.0,0.0,53.3,26.7,82.1,37.8,28.7,89.5,75.0,18.2,1,0,2,15,17,0.1176,0.0,0.3529,17.0,0.0009,-49.0,-1.9600000000000009,-17.9667,-1.0013,8.5,8.5,6.7067,7.7385,0.7615
AJ Dillon,2024,BROsenzweig,BROsenzweig,False,26.5,,0.0,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,,,0.0,0.0,-117.6,,,,,,,,
Albert Okwuegbunam,2022,plehv79,plehv79,False,24.39,12.0,25.5,2.4,4.25,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,,,,,,,,,3.65,0.0,8.3,0.0,75.0,0.0,25.0,0.0,87.9,18.6,14.3,,,,1,0,0,5,5,0.0,,0.0,0.0,0.0,,,-27.05,-1.5889,,,2.4,3.0,-3.0
Alec Pierce,2022,Oliverwkw,Oliverwkw,True,22.49,104.1,111.3,6.123529411764705,6.9562,6.94,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,6.7,6.7,0.0,0.0,0.0,0.0,100.0,0.18,0.18,5.99,0.0,18.6,0.0,33.3,0.0,40.0,26.7,54.8,18.2,40.4,,79.4,17.6,1,0,1,16,17,0.0588,1.0,0.5882,6.7,0.0004,,,,,6.7,6.7,6.0875,6.9571,-0.2571
Alec Pierce,2023,Oliverwkw,Oliverwkw,False,23.49,95.4,95.4,5.611764705882353,5.6118,5.9625,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,4.65,0.0,19.0,0.0,37.5,0.0,18.8,43.8,73.0,13.8,46.7,,,,0,0,0,17,17,0.0,,0.7059,0.0,0.0,-15.899999999999991,-1.3444000000000003,-15.9,-1.3445,,,5.6118,5.9625,-5.9625
Alec Pierce,2024,BROsenzweig,BROsenzweig,False,24.5,126.2,161.4,7.8875,10.0875,9.0143,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,1,1,8.98,5.4,18.1,0.0,0.0,0.0,50.0,50.0,13.84,6.92,8.21,0.0,24.2,0.0,35.7,14.3,28.6,21.4,24.3,22.5,60.7,18.3,69.0,29.6,1,0,2,14,16,0.125,1.0,0.5625,23.5,0.0012,66.0,4.475700000000001,58.05,3.8239,11.75,11.75,7.3357,8.5583,3.1917
Alec Pierce,2025,stevenb123,stevenb123,False,25.56,88.9,183.3,9.877777777777778,12.22,11.1125,0,0,0,0,0,0,0,0,1,0,0,0,0,3,4,2,0,,3.6,3.6,0.0,100.0,0.0,0.0,0.0,-0.39,-0.39,8.79,0.0,24.6,0.0,37.5,12.5,50.0,0.0,11.3,23.7,75.0,,50.7,4.4,0,0,1,8,9,0.1111,1.0,0.3333,3.6,0.0002,21.900000000000006,2.1325000000000003,60.6,4.7078,3.6,3.6,10.6625,12.1857,-8.5857
Alex Collins,2021,Oliverwkw,Oliverwkw,False,27.15,45.300000000000004,68.8,6.471428571428572,6.2545,7.55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,,,,,,,,,,,4.92,3.6,16.8,0.0,33.3,0.0,33.3,33.3,84.3,59.9,29.6,,,,0,0,0,7,7,0.0,,0.8571,0.0,0.0,,,3.95,-3.7224,,,6.4714,7.55,-7.55
Alexander Mattison,2020,AceMatthew,LWebs53,False,22.35,57.4,86.9,3.5875,6.6846,4.7833,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,,4.0,4.0,0.0,100.0,0.0,0.0,0.0,-4.69,-4.69,5.13,0.4,16.6,0.0,66.7,0.0,16.7,16.7,72.7,10.5,39.5,,28.3,6.7,3,0,1,15,16,0.0625,0.0,0.375,4.0,0.0002,,,14.2,1.8379,4.0,4.0,3.56,4.8545,-0.8545
Alexander Mattison,2021,LWebs53,LWebs53,False,23.38,117.4,125.9,7.826666666666667,7.8687,9.0308,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,4.31,16.0,26.3,25.0,0.0,50.0,25.0,0.0,56.21,14.05,9.43,0.5,26.3,7.7,53.8,15.4,15.4,7.7,15.7,19.1,65.4,82.6,94.5,65.5,1,0,4,11,15,0.2667,1.0,0.6667,86.8,0.0046,39.0,1.1841,46.1,2.1687,21.7,21.7,2.7818,3.4,18.3
Alexander Mattison,2022,LWebs53,LWebs53,False,24.36,69.4,89.6,4.082352941176471,4.9778,4.3375,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,3.92,-0.1,11.4,0.0,62.5,0.0,18.8,18.8,84.0,7.4,23.5,,,,0,0,0,17,17,0.0,,0.8235,0.0,0.0,-36.30000000000001,-2.8908999999999994,-5.5667,-1.5108,,,4.0824,4.3375,-4.3375
Alexander Mattison,2023,shmuel256,shmuel256,False,25.36,128.3,132.2,7.5470588235294125,8.2625,8.5533,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,1.42,4.3,7.0,0.0,66.7,0.0,0.0,33.3,0.35,0.12,5.06,-0.1,17.5,0.0,33.3,0.0,40.0,26.7,62.2,7.3,43.9,92.1,36.4,11.4,1,0,3,14,17,0.1765,1.0,0.7059,16.2,0.0009,42.599999999999994,3.284699999999999,38.425,2.2125,5.4,5.4,8.0071,9.3417,-3.9417
Alexander Mattison,2024,LWebs53,LWebs53,False,26.36,130.3,137.4,7.6647058823529415,9.8143,10.0231,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,5.37,3.6,15.3,0.0,50.0,0.0,50.0,0.0,8.01,2.0,5.19,2.4,17.5,0.0,23.1,0.0,61.5,15.4,59.2,58.3,44.0,68.2,38.3,21.3,3,0,4,13,17,0.2353,0.5,0.4118,33.8,0.0017,5.200000000000017,1.5518,35.94,3.3105,8.45,8.45,7.4231,10.7222,-2.2722
Alexander Mattison,2025,LWebs53,LWebs53,False,27.37,,0.0,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,,,0.0,0.0,-137.4,,,,,,,,
Allen Lazard,2020,shmuel256,shmuel256,False,24.85,80.1,126.6,5.721428571428571,10.55,11.4429,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,,,,,,,,,8.29,3.8,26.4,14.3,28.6,0.0,42.9,14.3,30.4,62.6,65.5,,,,6,0,0,14,14,0.0,,0.7143,0.0,0.0,,,70.8,3.11,,,5.7214,11.4429,-11.4429
Allen Lazard,2021,LWebs53,LWebs53,False,26.03,19.2,144.1,19.2,9.6067,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,,,,,,,,,,,,19.2,19.2,0.0,0.0,0.0,100.0,0.0,,98.9,43.2,,,,0,0,0,1,1,0.0,,0.0,0.0,0.0,17.5,-0.9433000000000007,64.7,0.7845,,,19.2,19.2,-19.2
Allen Lazard,2022,LWebs53,LWebs53,False,26.88,160.7,174.8,9.452941176470588,11.6533,11.4786,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,4.61,1.7,13.5,0.0,20.0,0.0,60.0,20.0,13.84,2.77,4.87,1.7,18.7,0.0,7.1,0.0,78.6,14.3,76.9,50.5,41.9,92.0,27.9,26.5,2,0,5,12,17,0.2941,0.6,0.8235,44.9,0.0025,30.700000000000017,2.0465999999999998,79.225,2.5509,8.98,8.98,9.65,12.8667,-3.8867
Allen Lazard,2023,BROsenzweig,BROsenzweig,False,27.77,41.0,60.1,6.833333333333333,4.2929,6.8333,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,,,,,,,,,,,4.48,1.8,15.1,0.0,16.7,0.0,16.7,66.7,77.0,55.2,30.5,,,,0,0,0,6,6,0.0,,0.3333,0.0,0.0,-114.70000000000002,-7.360399999999999,-51.32,-5.4808,,,6.8333,6.8333,-6.8333
Allen Lazard,2024,shmuel256,shmuel256,False,28.81,74.3,126.0,9.2875,10.5,12.3833,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,1,8.91,10.8,23.4,0.0,0.0,50.0,50.0,0.0,20.28,10.14,6.63,3.1,23.4,0.0,16.7,16.7,66.7,0.0,52.7,68.9,59.4,21.7,100.0,53.5,2,0,2,6,8,0.25,0.0,0.625,34.2,0.0017,65.9,6.2071,23.1333,1.807,17.1,17.1,6.6833,10.025,7.075
Allen Robinson,2020,shmuel256,shmuel256,False,27.17,257.2,274.4,16.075,16.1412,17.1467,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,1,7.11,6.3,28.3,20.0,0.0,20.0,53.3,6.7,165.27,11.02,7.11,6.3,28.3,20.0,0.0,20.0,53.3,6.7,49.4,90.8,73.0,62.5,75.4,75.4,0,0,15,1,16,0.9375,0.4667,0.5,257.2,0.0143,,,55.15,1.5245,17.1467,17.1467,0.0,,17.1467
Allen Robinson,2021,shmuel256,Oliverwkw,False,28.18,80.8,87.0,4.752941176470588,7.25,7.3455,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,3.11,3.6,10.4,0.0,20.0,0.0,60.0,20.0,5.99,1.2,2.74,3.4,10.8,0.0,18.2,0.0,45.5,36.4,88.6,65.8,18.4,95.9,50.8,16.9,5,0,5,12,17,0.2941,0.0,0.4118,37.5,0.002,-187.39999999999998,-8.891200000000001,-150.6333,-7.9181,7.5,7.5,3.6083,7.2167,0.2833
Allen Robinson,2022,Oliverwkw,Oliverwkw,False,29.17,84.9,84.9,4.9941176470588236,8.49,8.49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,5.63,2.2,17.3,0.0,30.0,0.0,50.0,20.0,64.5,61.6,33.3,,,,6,0,0,17,17,0.0,,0.5882,0.0,0.0,-2.0999999999999943,1.2400000000000002,-115.075,-5.0676,,,4.9941,8.49,-8.49
Allen Robinson,2023,BROsenzweig,BROsenzweig,False,30.15,3.7,65.2,1.2333333333333334,4.075,1.2333,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,,1.7,1.7,0.0,100.0,0.0,0.0,0.0,-4.09,-4.09,1.08,0.0,2.0,0.0,100.0,0.0,0.0,0.0,96.0,13.8,4.8,,29.0,3.2,0,0,1,2,3,0.3333,0.0,0.3333,1.7,0.0001,-19.700000000000003,-4.415,-111.76,-8.7482,1.7,1.7,1.0,1.0,0.7
Alvin Kamara,2020,shmuel256,shmuel256,False,25.25,375.8,408.9,23.4875,24.0529,25.0533,3,0,3,0,0,0,0,0,0,0,4,1,2,1,0,0,0,13.2,6.2,56.2,26.7,0.0,33.3,33.3,6.7,271.89,18.13,13.2,6.2,56.2,26.7,0.0,33.3,33.3,6.7,1.5,79.0,100.0,2.4,63.3,100.0,0,0,15,1,16,0.9375,0.7333,0.75,375.8,0.0209,,,79.44,3.4616,25.0533,25.0533,0.0,,25.0533
Alvin Kamara,2021,stevenb123,stevenb123,False,26.26,216.5,234.7,12.735294117647058,18.0538,18.0417,0,0,1,0,0,0,0,0,0,0,2,2,1,2,0,0,1,8.9,5.1,33.9,16.7,8.3,33.3,25.0,16.7,132.12,11.01,8.9,5.1,33.9,16.7,8.3,33.3,25.0,16.7,20.0,74.1,88.9,25.6,50.9,87.3,4,0,12,5,17,0.7059,0.4167,0.3529,216.5,0.0114,-174.2,-5.999100000000002,-121.24,-3.7384,18.0417,18.0417,0.0,,18.0417
Alvin Kamara,2022,stevenb123,stevenb123,False,27.26,199.7,211.7,11.74705882352941,14.1133,14.2643,1,0,1,0,0,0,0,0,0,0,1,3,0,1,0,0,0,10.7,0.0,42.8,8.3,0.0,8.3,50.0,33.3,104.62,8.05,9.89,5.7,42.8,7.1,0.0,7.1,50.0,35.7,9.3,82.7,97.5,9.3,4.5,96.4,2,0,13,4,17,0.7647,0.7692,0.7647,185.0,0.0103,-23.0,-3.9404999999999983,-113.93,-6.8951,14.2308,15.4167,3.675,7.35,8.0667
Alvin Kamara,2023,shmuel256,shmuel256,False,28.26,233.0,233.0,13.705882352941176,17.9231,17.9231,0,0,2,0,0,0,0,0,0,0,3,0,0,2,0,0,1,7.5,6.9,29.3,25.0,0.0,0.0,58.3,16.7,131.78,10.98,7.25,6.9,29.3,23.1,0.0,7.7,53.8,15.4,30.8,95.1,81.7,47.4,72.7,79.5,0,3,12,5,17,0.7059,0.5,0.5882,211.6,0.0118,21.30000000000001,3.809800000000001,-69.844,-1.7421,17.6333,17.6333,4.28,21.4,-3.7667
Alvin Kamara,2024,shmuel256,shmuel256,False,29.26,264.3,264.3,15.547058823529412,18.8786,18.8786,1,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,9.17,8.4,44.0,15.4,0.0,15.4,61.5,7.7,147.71,11.36,8.81,8.4,44.0,14.3,0.0,14.3,64.3,7.1,10.5,94.6,98.8,18.2,76.6,97.9,2,0,13,4,17,0.7647,0.6923,0.7059,246.1,0.0122,31.30000000000001,0.9554999999999971,-26.9033,-0.535,18.9308,18.9308,4.55,18.2,0.7308
Alvin Kamara,2025,stevenb123,stevenb123,False,30.26,100.7,100.7,5.923529411764706,9.1545,9.1545,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,5.12,3.5,16.0,0.0,20.0,0.0,60.0,20.0,13.92,2.78,4.9,0.7,16.0,0.0,18.2,0.0,54.5,27.3,64.6,37.5,44.0,66.7,24.5,32.4,5,0,5,12,17,0.2941,1.0,0.6471,51.0,0.0026,-163.60000000000002,-9.724099999999998,-186.66,-10.187,10.2,10.2,4.1417,8.2833,1.9167
Amari Cooper,2020,BROsenzweig,BROsenzweig,False,26.35,226.7,236.8,14.16875,14.8,15.1133,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,8.15,1.5,33.4,6.7,20.0,13.3,60.0,0.0,130.97,8.73,8.15,1.5,33.4,6.7,20.0,13.3,60.0,0.0,31.6,36.2,83.9,37.5,24.6,84.6,0,0,15,1,16,0.9375,0.4667,0.5,226.7,0.0126,,,-13.25,-0.3545,15.1133,15.1133,0.0,,15.1133
Amari Cooper,2021,BROsenzweig,BROsenzweig,False,27.36,188.6,219.9,11.094117647058823,13.7438,13.4714,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,9.98,2.8,38.9,7.7,7.7,15.4,46.2,23.1,103.08,7.93,9.82,2.8,38.9,7.1,7.1,14.3,42.9,28.6,8.5,58.4,96.8,14.3,38.1,94.9,2,0,13,4,17,0.7647,0.4615,0.4118,182.5,0.0096,-16.900000000000006,-1.0562000000000005,-25.7333,-1.295,14.0385,14.0385,1.525,6.1,7.9385
Amari Cooper,2022,BROsenzweig,BROsenzweig,False,28.36,238.9,246.0,14.052941176470588,14.4706,14.9313,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,9.31,1.9,31.3,7.1,7.1,35.7,28.6,21.4,132.27,9.45,8.8,1.9,31.3,6.2,6.2,31.2,37.5,18.8,17.2,56.6,82.3,24.0,32.4,81.6,0,0,14,3,17,0.8235,0.6429,0.5882,215.9,0.012,26.099999999999994,0.726799999999999,6.8,-0.2494,15.4214,15.4214,7.6667,11.5,3.9214
Amari Cooper,2023,plehv79,BROsenzweig,False,29.36,226.0,235.9,13.294117647058824,14.7438,15.0667,1,0,0,1,0,1,0,0,0,0,3,1,0,2,0,0,2,15.22,0.0,51.5,11.1,11.1,33.3,11.1,33.3,106.62,10.66,12.44,2.6,51.5,6.7,20.0,20.0,33.3,20.0,2.0,67.6,99.0,2.0,5.6,98.4,1,0,10,7,17,0.5882,0.7,0.5882,162.4,0.0091,-10.099999999999994,0.273200000000001,-4.66,0.0755,16.24,18.0444,9.0857,10.6,7.4444
Amari Cooper,2024,BROsenzweig,BROsenzweig,False,30.36,122.7,132.8,7.2176470588235295,8.3,9.4385,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,8.03,0.0,27.6,10.0,30.0,0.0,40.0,20.0,40.5,3.68,7.45,1.3,27.6,7.7,38.5,0.0,38.5,15.4,33.6,46.3,70.5,45.0,9.9,63.4,3,0,11,6,17,0.6471,0.5455,0.5882,101.9,0.005,-103.1,-6.4437999999999995,-106.9833,-6.3806,9.2636,10.19,3.4667,6.9333,3.2567
Amari Cooper,2025,BROsenzweig,BROsenzweig,False,31.38,,0.0,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,,,0.0,0.0,-132.8,,,,,,,,
Amari Rodgers,2021,stevenb123,stevenb123,True,22.09,6.1,7.6,0.3588235294117647,0.4471,0.4067,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,,,,,,,,,,,1.07,-1.0,2.9,0.0,100.0,0.0,0.0,0.0,95.5,1.1,4.2,,,,1,0,0,17,17,0.0,,0.7059,0.0,0.0,,,,,,,0.3588,0.4067,-0.4067
Amari Rodgers,2022,stevenb123,stevenb123,False,23.11,,42.2,,2.8133,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,,,0.0,0.0,34.6,2.3662,34.6,2.3662,,,,,
Ameer Abdullah,2021,LWebs53,LWebs53,False,28.39,,89.5,,5.2647,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,,,0.0,0.0,,,62.9,3.1079,,,,,
Ameer Abdullah,2024,shmuel256,shmuel256,False,31.53,17.7,125.3,17.7,8.3533,17.7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,,,,,,,,,,,,17.7,17.7,0.0,0.0,0.0,100.0,0.0,,100.0,45.2,,,,0,0,0,1,1,0.0,,0.0,0.0,0.0,35.8,3.0886000000000005,81.2333,5.2789,,,17.7,17.7,-17.7
Ameer Abdullah,2025,shmuel256,shmuel256,False,32.39,,37.9,,2.9154,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,,,0.0,0.0,-87.4,-5.437900000000001,-17.7714,-0.943,,,,,
Amon-Ra St. Brown,2021,shmuel256,shmuel256,True,22.01,201.2,227.3,11.835294117647058,14.2062,13.4133,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,6.65,26.0,35.4,50.0,0.0,50.0,0.0,0.0,46.11,23.06,9.82,1.2,35.4,6.7,6.7,20.0,33.3,33.3,8.5,27.4,89.5,61.2,100.0,83.1,1,0,2,15,17,0.1176,1.0,0.4118,61.4,0.0032,,,,,30.7,30.7,9.32,10.7538,19.9462
Amon-Ra St. Brown,2022,shmuel256,shmuel256,False,23.01,256.7,267.6,15.1,16.725,17.1133,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,10.66,1.4,39.4,21.4,7.1,14.3,50.0,7.1,160.1,11.44,10.31,1.4,39.4,20.0,6.7,13.3,53.3,6.7,6.5,40.4,94.4,8.0,19.9,94.9,1,0,14,3,17,0.8235,0.3571,0.4118,242.8,0.0135,40.30000000000001,2.5188000000000006,40.3,2.5188,17.3429,17.3429,4.6333,13.9,3.4429
Amon-Ra St. Brown,2023,shmuel256,shmuel256,False,24.01,303.5,386.5,17.852941176470587,20.3421,20.2333,0,0,0,1,0,0,0,0,0,0,4,1,1,1,0,0,0,6.85,5.1,30.5,20.0,0.0,33.3,40.0,6.7,214.33,14.29,6.85,5.1,30.5,20.0,0.0,33.3,40.0,6.7,36.0,83.8,81.0,56.0,65.3,80.6,1,0,15,2,17,0.8824,0.6667,0.5882,303.5,0.0169,118.89999999999998,3.617099999999997,139.05,4.8765,20.2333,20.2333,0.0,,20.2333
Amon-Ra St. Brown,2024,shmuel256,shmuel256,False,25.01,302.48,337.88,17.79294117647059,18.7711,18.905,1,0,0,3,0,0,0,0,0,0,3,0,0,1,0,0,0,9.31,4.3,38.7,12.5,0.0,31.2,50.0,6.2,209.47,13.09,9.31,4.3,38.7,12.5,0.0,31.2,50.0,6.2,13.3,81.1,93.4,15.0,59.2,91.5,0,0,16,1,17,0.9412,0.6875,0.7059,302.48,0.015,-48.620000000000005,-1.570999999999998,44.08,1.4887,18.905,18.905,0.0,,18.905
Amon-Ra St. Brown,2025,shmuel256,shmuel256,False,26.01,298.1,323.0,17.53529411764706,19.0,18.6313,1,0,0,2,0,0,0,0,0,0,3,1,0,1,0,0,0,11.21,0.0,41.4,18.8,6.2,18.8,50.0,6.2,212.37,13.27,11.21,0.0,41.4,18.8,6.2,18.8,50.0,6.2,2.8,23.7,99.1,7.1,11.0,98.5,0,0,16,1,17,0.9412,0.8125,0.8235,298.1,0.0152,-14.879999999999995,0.22889999999999944,18.18,1.3293,18.6313,18.6313,0.0,,18.6313
Andrei Iosivas,2023,shmuel256,shmuel256,True,24.19,0.0,50.6,0.0,4.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,0.0,,0.0,0.0,0.0,,,,,,,0.0,,
Andrei Iosivas,2024,LWebs53,LWebs53,False,25.03,116.7,119.9,6.864705882352942,7.0529,7.2938,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,,,,,,,,,,,5.05,0.0,16.2,0.0,25.0,0.0,43.8,31.2,72.6,22.5,34.4,,,,0,0,0,17,17,0.0,,0.4118,0.0,0.0,69.30000000000001,2.4529000000000005,69.3,2.4529,,,6.8647,7.2938,-7.2938
Andrei Iosivas,2025,LWebs53,LWebs53,False,26.05,,89.9,,5.9933,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,,,0.0,0.0,-30.0,-1.0596000000000005,4.65,-0.096,,,,,
Andy Dalton,2022,BROsenzweig,BROsenzweig,False,35.13,-0.42,170.54,-0.42,12.1814,-0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,,,,,,,,,,,,-0.42,-0.42,0.0,100.0,0.0,0.0,0.0,,4.3,2.1,,,,0,0,0,1,1,0.0,,0.0,0.0,0.0,,,20.715,-1.7558,,,-0.42,-0.42,0.42
Andy Dalton,2024,BROsenzweig,BROsenzweig,False,36.94,32.4,56.96,6.4799999999999995,9.4933,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,,,,,,,,,,,8.37,0.02,15.7,0.0,50.0,0.0,50.0,0.0,19.5,14.0,14.0,,,,1,0,0,5,5,0.0,,0.6,0.0,0.0,-113.57999999999998,-2.6881000000000004,-75.2867,-3.9555,,,6.48,8.1,-8.1
Anthony Firkser,2021,stevenb123,stevenb123,False,26.7,,81.1,,5.0687,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,,,0.0,0.0,,,15.2667,-0.2691,,,,,
Anthony McFarland,2020,plehv79,plehv79,True,21.67,15.1,22.7,1.1615384615384614,2.0636,1.6778,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,,,,,,,1.47,0.1,4.2,0.0,100.0,0.0,0.0,0.0,98.5,4.9,7.4,,,,3,0,0,13,13,0.0,,0.6154,0.0,0.0,,,,,,,1.1615,1.6778,-1.6778
Anthony McFarland,2021,plehv79,plehv79,False,22.66,,2.4,,1.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,,,0.0,0.0,-20.3,-0.8636000000000001,-20.3,-0.8636,,,,,
Anthony Richardson,2023,JacobRosenzweig,JacobRosenzweig,True,21.43,70.68,70.68,4.15764705882353,17.67,17.67,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,17.8,3.42,28.6,0.0,50.0,50.0,0.0,0.0,13.67,6.84,10.54,3.42,28.6,0.0,25.0,25.0,50.0,0.0,4.7,52.9,72.5,3.4,22.2,72.2,12,0,2,15,17,0.1176,0.0,0.2941,32.02,0.0018,,,,,16.01,16.01,2.5773,19.33,-3.32
Anthony Richardson,2024,JacobRosenzweig,JacobRosenzweig,False,22.43,157.36,157.36,9.256470588235295,14.3055,14.3055,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,8.17,5.08,26.08,0.0,16.7,16.7,50.0,16.7,43.75,7.29,8.14,4.24,27.08,0.0,18.2,18.2,27.3,36.4,29.3,46.5,48.8,37.0,23.5,61.8,5,0,6,11,17,0.3529,0.3333,0.2353,94.8,0.0047,86.68,-3.3645000000000014,86.68,-3.3645,15.8,15.8,5.6873,12.512,3.288
Anthony Richardson,2025,JacobRosenzweig,JacobRosenzweig,False,23.43,2.1599999999999997,2.16,0.12705882352941175,1.08,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,1.67,-0.1,2.26,0.0,100.0,0.0,0.0,0.0,97.8,16.3,8.2,,,,14,0,0,17,17,0.0,,0.3529,0.0,0.0,-155.20000000000002,-13.2255,-111.86,-14.1227,,,0.1271,1.08,-1.08
Anthony Schwartz,2021,stevenb123,stevenb123,True,21.22,2.5,33.4,1.25,2.5692,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,,,,,,,,,,,1.77,0.0,2.5,0.0,100.0,0.0,0.0,0.0,93.2,13.2,3.2,,,,0,0,0,2,2,0.0,,1.0,0.0,0.0,,,,,,,1.25,1.25,-1.25
Anthony Schwartz,2022,stevenb123,stevenb123,False,22.15,,18.8,,2.6857,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,,,0.0,0.0,-14.599999999999998,0.11650000000000027,-14.6,0.1165,,,,,
Antonio Brown,2020,AceMatthew,AceMatthew,False,32.35,80.3,147.4,8.03,13.4,11.4714,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5.03,6.1,20.3,0.0,0.0,20.0,60.0,20.0,31.76,6.35,5.68,3.1,20.3,0.0,14.3,14.3,57.1,14.3,70.9,52.3,42.5,82.1,73.8,40.0,2,0,5,5,10,0.5,0.4,0.4,67.3,0.0037,,,-22.5,-7.8375,13.46,13.46,2.6,6.5,6.96
